@_fa,affiliation,article-number,citedby-count,dc:creator,dc:identifier,dc:title,eid,freetoread,freetoreadLabel,link,openaccess,openaccessFlag,pii,prism:aggregationType,prism:coverDate,prism:coverDisplayDate,prism:doi,prism:eIssn,prism:isbn,prism:issn,prism:issueIdentifier,prism:pageRange,prism:publicationName,prism:url,prism:volume,pubmed-id,source-id,subtype,subtypeDescription
true,"[{'@_fa': 'true', 'affilname': 'Chongqing Jianzhu College', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",,0,Zhou W.,SCOPUS_ID:85215515417,Research on Generative Design of Pocket Park Layout Based on Machine Learning,2-s2.0-85215515417,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85215515417'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85215515417?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85215515417&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85215515417&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/PRML62565.2024.10779859,,"[{'@_fa': 'true', '$': '[9798350355925]'}]",,,47-51,"2024 IEEE 5th International Conference on Pattern Recognition and Machine Learning, PRML 2024",https://api.elsevier.com/content/abstract/scopus_id/85215515417,,,21101270301,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'College of Control Science and Engineering, Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",,0,Zhong X.,SCOPUS_ID:85214873507,HMP-LLM: Human Mobility Prediction Based on Pre-trained Large Language Models,2-s2.0-85214873507,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85214873507'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85214873507?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214873507&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85214873507&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/DTPI61353.2024.10778764,,"[{'@_fa': 'true', '$': '[9798350349252]'}]",,,687-692,"Proceedings - 2024 IEEE 4th International Conference on Digital Twins and Parallel Intelligence, DTPI 2024",https://api.elsevier.com/content/abstract/scopus_id/85214873507,,,21101269360,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Universitas Muhammadiyah Yogyakarta', 'affiliation-city': 'Yogyakarta', 'affiliation-country': 'Indonesia'}]",,0,Alamsyah N.,SCOPUS_ID:85214665198,Automated Smart City Planning through Personalized Large Language Model with Retrieval Augmented Generation,2-s2.0-85214665198,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85214665198'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85214665198?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214665198&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85214665198&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/ICITCOM62788.2024.10762118,,"[{'@_fa': 'true', '$': '[9798350379839]'}]",,,306-311,"Proceedings - 2024 International Conference on Information Technology and Computing, ICITCOM 2024",https://api.elsevier.com/content/abstract/scopus_id/85214665198,,,21101268954,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Université de Technologie de Troyes', 'affiliation-city': 'Troyes', 'affiliation-country': 'France'}]",,0,Adjewa F.,SCOPUS_ID:85214658409,Efficient Federated Intrusion Detection in 5G Ecosystem Using Optimized BERT-Based Model,2-s2.0-85214658409,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85214658409'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85214658409?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214658409&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85214658409&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/WiMob61911.2024.10770340,21619654,"[{'@_fa': 'true', '$': '[9798350387445]'}]",21619646,,62-67,"International Conference on Wireless and Mobile Computing, Networking and Communications",https://api.elsevier.com/content/abstract/scopus_id/85214658409,,,21000195607,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Gachon University', 'affiliation-city': 'Seongnam', 'affiliation-country': 'South Korea'}]",,0,Khan I.U.,SCOPUS_ID:85214595228,Future Tech Startups and Innovation in the Age of AI,2-s2.0-85214595228,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85214595228'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85214595228?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214595228&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85214595228&origin=inward'}]",0,False,,Book,2024-01-01,1 January 2024,10.1201/9781032715957,,"[{'@_fa': 'true', '$': '[9781040128596, 9781032674582]'}]",,,1-241,Future Tech Startups and Innovation in the Age of AI,https://api.elsevier.com/content/abstract/scopus_id/85214595228,,,21101268590,bk,Book
true,,,0,,SCOPUS_ID:85213699706,"Proceedings - 2024 9th International Conference on Communication, Image and Signal Processing, CCISP 2024",2-s2.0-85213699706,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213699706'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213699706?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213699706&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85213699706&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,,,"[{'@_fa': 'true', '$': '[9798350356656]'}]",,,,"Proceedings - 2024 9th International Conference on Communication, Image and Signal Processing, CCISP 2024",https://api.elsevier.com/content/abstract/scopus_id/85213699706,,,21101266845,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'Kenyatta University', 'affiliation-city': 'Nairobi', 'affiliation-country': 'Kenya'}]",,0,Muriuki K.P.,SCOPUS_ID:85213396784,Advanced Intelligent Traffic Management System(AITMS): A Generative AI-Enhanced Model,2-s2.0-85213396784,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213396784'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213396784?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213396784&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85213396784&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/PowerAfrica61624.2024.10759478,,"[{'@_fa': 'true', '$': '[9798350389388]'}]",,,,"2024 IEEE PES/IAS PowerAfrica, PowerAfrica 2024",https://api.elsevier.com/content/abstract/scopus_id/85213396784,,,21101266464,cp,Conference Paper
true,,,0,,SCOPUS_ID:85213301577,"Proceedings - 15th International Green and Sustainable Computing Conference, IGSC 2024",2-s2.0-85213301577,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213301577'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213301577?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213301577&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85213301577&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,,,"[{'@_fa': 'true', '$': '[9798331507862]'}]",,,,"Proceedings - 15th International Green and Sustainable Computing Conference, IGSC 2024",https://api.elsevier.com/content/abstract/scopus_id/85213301577,,,21101266475,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'East China University of Science and Technology', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",,0,Jiang S.,SCOPUS_ID:85213069194,LINKs: Large Language Model Integrated Management for 6G Empowered Digital Twin NetworKs,2-s2.0-85213069194,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213069194'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213069194?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213069194&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85213069194&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/VTC2024-Fall63153.2024.10757470,,"[{'@_fa': 'true', '$': '[9798331517786]'}]",15502252,,,IEEE Vehicular Technology Conference,https://api.elsevier.com/content/abstract/scopus_id/85213069194,,,23922,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Meta', 'affiliation-city': 'Meta', 'affiliation-country': 'United States'}]",,0,Cheng Y.,SCOPUS_ID:85213041881,Assessing Urban Safety: A Digital Twin Approach Using Streetview and Large Language Models,2-s2.0-85213041881,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213041881'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213041881?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213041881&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85213041881&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/VTC2024-Fall63153.2024.10757666,,"[{'@_fa': 'true', '$': '[9798331517786]'}]",15502252,,,IEEE Vehicular Technology Conference,https://api.elsevier.com/content/abstract/scopus_id/85213041881,,,23922,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'University of Galway', 'affiliation-city': 'Galway', 'affiliation-country': 'Ireland'}]",,0,Pontes F.A.,SCOPUS_ID:85212985788,Real-Time Context-Aware Early Filtering for High-Definition Video Analytics on Commodity Edge Devices Using GenAI for Data Augmentation,2-s2.0-85212985788,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212985788'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212985788?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212985788&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212985788&origin=inward'}]",1,True,,Journal,2024-01-01,2024,10.1109/ACCESS.2024.3520807,21693536,,,,194728-194749,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85212985788,12,,21100374601,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Nalla Malla Reddy Engineering College', 'affiliation-city': 'Hyderabad', 'affiliation-country': 'India'}]",,0,Abhinav Vardhan Reddy T.,SCOPUS_ID:85212274960,Empowering Sustainable Cities: Generative AI Solutions for Urban Development and Climate Action in Athens,2-s2.0-85212274960,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212274960'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212274960?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212274960&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212274960&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,10.1007/978-981-97-8460-8_17,18609503,,1860949X,,373-390,Studies in Computational Intelligence,https://api.elsevier.com/content/abstract/scopus_id/85212274960,1177,,4900152708,ch,Book Chapter
true,"[{'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'College Station', 'affiliation-country': 'United States'}]",,3,Sevim N.,SCOPUS_ID:85212187307,Large Language Models (LLMs) Assisted Wireless Network Deployment in Urban Settings,2-s2.0-85212187307,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212187307'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212187307?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212187307&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212187307&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/VTC2024-Fall63153.2024.10757657,,"[{'@_fa': 'true', '$': '[9798331517786]'}]",15502252,,,IEEE Vehicular Technology Conference,https://api.elsevier.com/content/abstract/scopus_id/85212187307,,,23922,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Pandit Deendayal Energy University', 'affiliation-city': 'Gandhinagar', 'affiliation-country': 'India'}]",,0,Nigam A.,SCOPUS_ID:85212179000,Spatiotemporal Bus Arrival Prediction Using ConvLSTM and CTGANs-augmented Data,2-s2.0-85212179000,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212179000'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212179000?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212179000&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212179000&origin=inward'}]",0,False,,Journal,2024-01-01,2024,10.1007/s13177-024-00454-9,18688659,,13488503,,,International Journal of Intelligent Transportation Systems Research,https://api.elsevier.com/content/abstract/scopus_id/85212179000,,,19600157217,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Florida International University', 'affiliation-city': 'Miami', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Structural and Environmental Technologies Lab (SET)', 'affiliation-city': 'Miami', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'CND LCC—Studio Thomas Spiegelhalter', 'affiliation-city': 'Miami', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'CND LCC—Studio Thomas Spiegelhalter', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}]",,0,Spiegelhalter T.,SCOPUS_ID:85211919254,From Blueprint to Reality: A Design-Built Analysis of Kigali’s Urban Sustainability and Carbon Neutrality,2-s2.0-85211919254,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211919254'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211919254?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211919254&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211919254&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,10.1007/978-3-031-74723-6_35,23673389,"[{'@_fa': 'true', '$': '[9783031747229]'}]",23673370,,401-411,Lecture Notes in Networks and Systems,https://api.elsevier.com/content/abstract/scopus_id/85211919254,1189 LNNS,,21100901469,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}]",,0,Li B.,SCOPUS_ID:85211498090,Multiscale Recovery Diffusion Model with Unsupervised Learning for Video Anomaly Detection System,2-s2.0-85211498090,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211498090'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211498090?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211498090&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211498090&origin=inward'}]",0,False,,Journal,2024-01-01,2024,10.1109/TII.2024.3493390,19410050,,15513203,,,IEEE Transactions on Industrial Informatics,https://api.elsevier.com/content/abstract/scopus_id/85211498090,,,144912,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Instituto Politécnico Nacional', 'affiliation-city': 'Mexico', 'affiliation-country': 'Mexico'}]",,0,Moreno-Ibarra M.,SCOPUS_ID:85211228098,Generative Artificial Intelligence in the Context of Urban Spaces,2-s2.0-85211228098,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211228098'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211228098?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211228098&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211228098&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,10.1007/978-3-031-77290-0_13,18650937,"[{'@_fa': 'true', '$': '[9783031772894]'}]",18650929,,209-222,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85211228098,2249 CCIS,,17700155007,cp,Conference Paper
true,,,0,,SCOPUS_ID:85211221955,"13th International Conference on Telematics and Computing, WITCOM 2024",2-s2.0-85211221955,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211221955'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211221955?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211221955&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211221955&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,,18650937,"[{'@_fa': 'true', '$': '[9783031772924]'}]",18650929,,,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85211221955,2250 CCIS,,17700155007,cr,Conference Review
true,,,0,,SCOPUS_ID:85211204229,"13th International Conference on Telematics and Computing, WITCOM 2024",2-s2.0-85211204229,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211204229'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211204229?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211204229&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211204229&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,,18650937,"[{'@_fa': 'true', '$': '[9783031772894]'}]",18650929,,,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85211204229,2249 CCIS,,17700155007,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'Kogi State University', 'affiliation-city': None, 'affiliation-country': 'Nigeria'}]",,0,Daudu B.O.,SCOPUS_ID:85210826229,Sustainable Smart Cities in African Digital Space,2-s2.0-85210826229,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210826229'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210826229?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210826229&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85210826229&origin=inward'}]",0,False,,Book,2024-01-01,1 January 2024,10.1201/9781003497189-8,,"[{'@_fa': 'true', '$': '[9781040228777, 9781032778358]'}]",,,100-111,"Artificial Intelligence and Machine Learning for Sustainable Development: Innovations, Challenges, and Applications",https://api.elsevier.com/content/abstract/scopus_id/85210826229,,,21101261672,ch,Book Chapter
true,"[{'@_fa': 'true', 'affilname': 'University of Toronto', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}]",,1,Noaeen M.,SCOPUS_ID:85210776587,Advancing Population Health Through Open Environmental Data Platforms,2-s2.0-85210776587,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210776587'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210776587?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210776587&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85210776587&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,10.1007/7854_2024_512,18663389,,18663370,,297-323,Current Topics in Behavioral Neurosciences,https://api.elsevier.com/content/abstract/scopus_id/85210776587,68,39112811,19700188391,ch,Book Chapter
true,,,0,,SCOPUS_ID:85209675922,"Proceedings - 2024 4th International Conference on Big Data Engineering and Education, BDEE 2024",2-s2.0-85209675922,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209675922'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209675922?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209675922&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209675922&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,,,"[{'@_fa': 'true', '$': '[9798350388268]'}]",,,,"Proceedings - 2024 4th International Conference on Big Data Engineering and Education, BDEE 2024",https://api.elsevier.com/content/abstract/scopus_id/85209675922,,,21101259256,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'Chaitanya Bharathi Institute of Technology', 'affiliation-city': 'Hyderabad', 'affiliation-country': 'India'}]",,0,Mandadi M.,SCOPUS_ID:85209065424,A Study on Road Safety Enforcement System using Deep Learning and Computer Vision,2-s2.0-85209065424,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209065424'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209065424?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209065424&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209065424&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,,,"[{'@_fa': 'true', '$': '[9798331300579]'}]",,,4938-4943,"15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024",https://api.elsevier.com/content/abstract/scopus_id/85209065424,2,,21101258108,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Global Academy of Technology', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",,0,Somanna A.G.,SCOPUS_ID:85208286107,Day and Night City View Image Translations Using Cycle GAN,2-s2.0-85208286107,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85208286107'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85208286107?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208286107&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85208286107&origin=inward'}]",0,False,,Journal,2024-01-01,2024,10.1109/RAICS61201.2024.10689989,27695565,"[{'@_fa': 'true', '$': '[9798350381689]'}]",,2024,,RAICS - IEEE Recent Advances in Intelligent Computational Systems,https://api.elsevier.com/content/abstract/scopus_id/85208286107,,,21101257223,cp,Conference Paper
