doi,title,authors,introduction,contribution
10.1016/j.polgeo.2024.103195,‘Where #freedom and #patriotism live:’ Linking digital media to far-right geographies,Luger J.,"This paper explores some ways that far-right worldviews are digitally encoded and strategically-assembled in and through built environments. The paper argues that an understanding of far-right spatiality will be limited without a more inter-scalar, relational and material framing of the various components of far-right world-building. Assemblage ontologies, seen through comparative cases, therefore hold value in making sense of the far-right today. Explorations of how digital media and the far-right are entangled with and co-producing built environments, are thus vital. As ideologies and philosophies (e.g., nationalism or conspiracism) travel across networked medias, complex hybridizations become infrastructurally-fixed-in-place. These affixations produce, and are produced by, geographical communities (e.g., urban developments). Far-right material infrastructures thereby extend from, and into, the digital, mediated by both human and nonhuman processes (such as generative AI), thus becoming co-constitutive elements of place, via land ownership, buildings, aesthetics, social encounters and practices, urban planning processes, and electoral politics; e.g., the assembled spatialities of everyday life. The paper juxtaposes two international cases, drawn from ethnography and critical discourse/visual analyses. The first is the territorialisation of circulating notions of American hyper-patriotic nationalism in the suburban South via urban developments and recreational spaces. The second case explores how far-right representations of conspiracism and debates around urban traditionalism versus modernity, are contested online and offline in Dresden, Saxony. Both cases point to the powerful entanglements of far-right ideology, digital media, and place. Conceptually, the paper juxtaposes phenomenological notions of far-right space/place with ideas of ‘strategic assemblage’ and online/offline ‘code space’, as ontological lenses to interrogate the relationships between far-right online worlds and the material configurations of physical infrastructures and materials which have troubling implications for everyday environments and democratic life.","This paper explores some ways that far-right worldviews are digitally encoded and strategically-assembled in and through built environments. The paper argues that an understanding of far-right spatiality will be limited without a more inter-scalar, relational and material framing of the various components of far-right world-building. Assemblage ontologies, seen through comparative cases, therefore hold value in making sense of the far-right today. Explorations of how digital media and the far-right are entangled with and co-producing built environments, are thus vital. As ideologies and philosophies (e.g., nationalism or conspiracism) travel across networked medias, complex hybridizations become infrastructurally-fixed-in-place. These affixations produce, and are produced by, geographical communities (e.g., urban developments). Far-right material infrastructures thereby extend from, and into, the digital, mediated by both human and nonhuman processes (such as generative AI), thus becoming co-constitutive elements of place, via land ownership, buildings, aesthetics, social encounters and practices, urban planning processes, and electoral politics; e.g., the assembled spatialities of everyday life. The paper juxtaposes two international cases, drawn from ethnography and critical discourse/visual analyses. The first is the territorialisation of circulating notions of American hyper-patriotic nationalism in the suburban South via urban developments and recreational spaces. The second case explores how far-right representations of conspiracism and debates around urban traditionalism versus modernity, are contested online and offline in Dresden, Saxony. Both cases point to the powerful entanglements of far-right ideology, digital media, and place. Conceptually, the paper juxtaposes phenomenological notions of far-right space/place with ideas of ‘strategic assemblage’ and online/offline ‘code space’, as ontological lenses to interrogate the relationships between far-right online worlds and the material configurations of physical infrastructures and materials which have troubling implications for everyday environments and democratic life."
10.3390/app14188345,Geovisualization of Buildings: AI vs. Procedural Modeling,Nikçi R.,"Procedural modeling offers significant advantages over traditional methods of geovisualizing 3D building models, particularly in its use of scripts or machine language for model description.","This approach is highly suitable for computer processing and allows for the rapid rendering of entire building models and cities, especially when the buildings are not highly diverse, thus fully leveraging the strengths of procedural modeling. The first hypothesis is that buildings in the real world are mostly different and they should still be able to be displayed through procedural modeling procedures, and the second hypothesis is that this can be achieved in several ways. The first hypothesis suggests that real-world buildings, despite their diversity, can still be effectively represented through procedural modeling. The second hypothesis explores various methods to achieve this representation. The first approach involves recognizing the basic characteristics of a building from photographs and creating a model using machine learning. The second approach utilizes artificial intelligence (AI) to generate detailed building models based on comprehensive input data. A script is generated for each building, making reverse procedural modeling in combination with AI an intriguing field of study, which is explored in this research. To validate this method, we compare AI-generated building models with manually derived models created through traditional procedural modeling techniques. The research demonstrates that integrating AI and machine learning techniques with procedural modeling significantly improves the efficiency and accuracy of generating 3D building models. Specifically, the use of convolutional neural networks (CNNs) for image-to-geometry translation, and Generative Adversarial Networks (GANs) for texture generation, showed promising results in creating detailed and realistic 3D structures. This research is significant as it introduces a novel methodology that bridges the gap between traditional procedural modeling and modern AI-driven techniques. It offers a robust solution for automated 3D building modeling, potentially revolutionizing the fields of urban planning and architectural design by enabling more efficient and accurate digital representations of complex building geometries."
10.3390/urbansci8030081,"Uncovering Spatial Patterns of Residential Settlements, Segregation, and Vulnerability of Urban Seniors Using Geospatial Analytics and Modeling Techniques",Dao T.H.D.,"We harnessed the analytical power of geospatial analysis and modeling techniques, pioneering a novel approach to studying the spatial distribution of households with at least one senior aged 65 or over, known as senior households (SHHs). We developed and implemented a spatial modeling approach that disaggregates the senior household counts obtained from the U.S. Census block data to residential land parcels. This innovative method models the senior household count on each land parcel, generating a detailed, reliable synthetic microspatial dataset for urban senior studies.","Robust spatial analysis techniques are then applied to examine senior household spatial distribution in the context of segregation and access vulnerability in the study area. Our research, conducted in the urban setting of Colorado Springs, provides a deeper understanding of the senior residential landscape and identifies vulnerability. Our research findings are not just academic but also practical tools for planners, policymakers, and community advocates in the city to understand senior residential settlements, segregation, and social inequality. Our adaptable approach can be applied using similar modeling and analysis techniques for different study areas. The synthetic data and its generation approach are valuable resources for future urban senior research, enabling further examinations of different senior residential neighborhood typologies beyond basic demographic and socioeconomic aggregated indicators. They can assist studies interested in analyzing the influence of local factors and neighborhood effects on active aging among individuals, as well as simulating individual senior choices and spatial behaviors. Furthermore, they serve as a comparison baseline for future attempts to develop synthetic senior population data with socioeconomic and health characteristics."
10.3390/app14167177,An Improved 3D Reconstruction Method for Satellite Images Based on Generative Adversarial Network Image Enhancement,Li H.,"Three-dimensional reconstruction based on optical satellite images has always been a research hotspot in the field of photogrammetry. In particular, the 3D reconstruction of building areas has provided great help for urban planning, change detection and emergency response.","The results of 3D reconstruction of satellite images are greatly affected by the input images, and this paper proposes an improvement method for 3D reconstruction of satellite images based on the generative adversarial network (GAN) image enhancement. In this method, the perceptual loss function is used to optimize the network, so that it can output high-definition satellite images for 3D reconstruction, so as to improve the completeness and accuracy of the reconstructed 3D model. We use the public benchmark dataset of satellite images to test the feasibility and effectiveness of the proposed method. The experiments show that compared with the satellite stereo pipeline (S2P) method and the bundle adjustment (BA) method, the proposed method can automatically reconstruct high-quality 3D point clouds."
10.3390/ijgi13060203,Generating Urban Road Networks with Conditional Diffusion Models,Gu X.,"The auto-generation of urban roads can greatly improve efficiency and productivity in urban planning and designing. However, it has also raised concerns amongst researchers over the past decade.","In this paper, we present an image-based urban road network generation framework using conditional diffusion models. We first trained a diffusion model capable of generating road images with similar characteristics to the ground truth using four context factors. Then, we used the trained model as the generator to synthesize road images conditioned in a geospatial context. Finally, we converted the generated road images into road networks with several post-processes. The experiments conducted in five cities of the United States showed that our model can generate reasonable road networks, maintaining the layouts and styles of real examples. Moreover, our model has the ability to show the obstructive effect of geographic barriers on urban roads. By comparing models with different context factors as input, we find that the model that considers all four factors generally performs the best. The most important factor in guiding the shape of road networks is intersections, implying that the development of urban roads is not only restricted by the natural environment but is more strongly influenced by human design."
10.1016/j.asr.2024.03.002,Transformer-based semantic segmentation for large-scale building footprint extraction from very-high resolution satellite images,Gibril M.B.A.,"Extracting building footprints from extensive very-high spatial resolution (VHSR) remote sensing data is crucial for diverse applications, including surveying, urban studies, population estimation, identification of informal settlements, and disaster management. Although convolutional neural networks (CNNs) are commonly utilized for this purpose, their effectiveness is constrained by limitations in capturing long-range relationships and contextual details due to the localized nature of convolution operations.","This study introduces the masked-attention mask transformer (Mask2Former), based on the Swin Transformer, for building footprint extraction from large-scale satellite imagery. To enhance the capture of large-scale semantic information and extract multiscale features, a hierarchical vision transformer with shifted windows (Swin Transformer) serves as the backbone network. An extensive analysis compares the efficiency and generalizability of Mask2Former with four CNN models (PSPNet, DeepLabV3+, UpperNet-ConvNext, and SegNeXt) and two transformer-based models (UpperNet-Swin and SegFormer) featuring different complexities. Results reveal superior performance of transformer-based models over CNN-based counterparts, showcasing exceptional generalization across diverse testing areas with varying building structures, heights, and sizes. Specifically, Mask2Former with the Swin transformer backbone achieves a mean intersection over union between 88% and 93%, along with a mean F-score (mF-score) ranging from 91% to 96.35% across various urban landscapes."
10.3390/land13020254,Enhancing Urban Landscape Design: A GAN-Based Approach for Rapid Color Rendering of Park Sketches,Chen R.,"In urban ecological development, the effective planning and design of living spaces are crucial. Traditional color plan rendering methods, mainly using generative adversarial networks (GANs), rely heavily on edge extraction. This often leads to the loss of important details from hand-drawn drafts, significantly affecting the portrayal of the designer’s key concepts. This issue is especially critical in complex park planning.","To address this, our study introduces a system based on conditional GANs. This system rapidly converts black-and-white park sketches into comprehensive color designs. We also employ a data augmentation strategy to enhance the quality of the output. The research reveals: (1) Our model efficiently produces designs suitable for industrial applications. (2) The GAN-based data augmentation improves the data volume, leading to enhanced rendering effects. (3) Our unique approach of direct rendering from sketches offers a novel method in urban planning and design. This study aims to enhance the rendering aspect of an intelligent workflow for landscape design. More efficient rendering techniques will reduce the iteration time of early design solutions and promote the iterative speed of designers’ thinking, thus improving the speed and efficiency of the whole design process."
10.3390/fi16020050,Enhancing Smart City Safety and Utilizing AI Expert Systems for Violence Detection,Kumar P.,"Violent attacks have been one of the hot issues in recent years. In the presence of closed-circuit televisions (CCTVs) in smart cities, there is an emerging challenge in apprehending criminals, leading to a need for innovative solutions.","In this paper, the propose a model aimed at enhancing real-time emergency response capabilities and swiftly identifying criminals. This initiative aims to foster a safer environment and better manage criminal activity within smart cities. The proposed architecture combines an image-to-image stable diffusion model with violence detection and pose estimation approaches. The diffusion model generates synthetic data while the object detection approach uses YOLO v7 to identify violent objects like baseball bats, knives, and pistols, complemented by MediaPipe for action detection. Further, a long short-term memory (LSTM) network classifies the action attacks involving violent objects. Subsequently, an ensemble consisting of an edge device and the entire proposed model is deployed onto the edge device for real-time data testing using a dash camera. Thus, this study can handle violent attacks and send alerts in emergencies. As a result, our proposed YOLO model achieves a mean average precision (MAP) of 89.5% for violent attack detection, and the LSTM classifier model achieves an accuracy of 88.33% for violent action classification. The results highlight the model’s enhanced capability to accurately detect violent objects, particularly in effectively identifying violence through the implemented artificial intelligence system."
10.1109/ICECCE63537.2024.10823499,AI-Driven Optimization for Urban and Vertical Agriculture Planning: A Multi-Model Approach,Sayad I.E.,"Urban agriculture has emerged as a critical strategy for enhancing food security, mitigating urban heat islands, and promoting community well-being in densely populated areas. However, the complexity of urban environments poses significant challenges for effective planning and implementation.","This paper presents an AI-driven framework to optimize urban and vertical agriculture planning by leveraging advanced machine learning models, including Artificial Neural Networks (ANN), Spiking Neural Networks (SNN), and Large Language Models (LLM). The proposed framework integrates diverse dataset that includes as socioeconomic data, geographic information, and urban zoning regulations to provide actionable insights for decision-makers. The Spiking Neural Network model demon-strated superior predictive accuracy in identifying optimal sites for urban agriculture by effectively handling complex patterns and temporal dynamics in the data. Additionally, the integration of an LLM-powered chatbot into a user-friendly web application enhances interactivity and supports real-time decision-making, guiding users through the prediction process with context-specific recommendations. Experimental results validate the robustness and scalability of the framework across various urban settings, demonstrating its potential to transform urban agriculture practices by providing precise, data-driven recommendations. The findings of this study highlight the transformative potential of AI in urban planning and agriculture, offering a novel approach to fostering sustainable urban development and food security. Future research will focus on expanding the dataset, refining model performance, and enhancing the application's capabilities to support more complex user queries."
10.18653/v1/2024.emnlp-industry.104,ITINERA: Integrating Spatial Optimization with Large Language Models for Open-domain Urban Itinerary Planning,Tang Y.,"Citywalk, a recently popular form of urban travel, requires genuine personalization and understanding of fine-grained requests compared to traditional itinerary planning.","In this paper, we introduce the novel task of Open-domain Urban Itinerary Planning (OUIP), which generates personalized urban itineraries from user requests in natural language. We then present ITINERA, an OUIP system that integrates spatial optimization with large language models to provide customized urban itineraries based on user needs. This involves decomposing user requests, selecting candidate points of interest (POIs), ordering the POIs based on cluster-aware spatial optimization, and generating the itinerary. Experiments on real-world datasets and the performance of the deployed system demonstrate our system’s capacity to deliver personalized and spatially coherent itineraries compared to current solutions. Source codes of ITINERA are available at https://github.com/YihongT/ITINERA."
10.1109/CyberSciTech64112.2024.00032,Leveraging Digital Twins and Generative AI for Effective Urban Mobility Management,Canzaniello M.,"Rapid urbanization and population growth have created significant challenges in urban mobility management, including traffic congestion, inefficient public transportation, and environmental pollution.","This paper presents the development and implementation of a Digital Twin (DT) for smart mobility, designed to address these issues. The DT platform integrates a diverse range of historical and real-time data, providing a comprehensive view of urban mobility conditions. Descriptive statistics are employed to identify patterns in parking occupancy and violation frequencies, while Machine Learning and Deep Learning algorithms enhance predictive and generative analytics for forecasting parking needs and simulating scenarios with other mobility aspects. Advanced analytics uncover hidden patterns and behaviors, and visualization tools map data onto the urban layout to facilitate spatial planning and resource allocation. Scenario simulation enables urban planners to assess the impact of different strategies in a virtual environment prior to real-world implementation. The integration of Generative Artificial Intel- ligence (GenAl) models further enhances predictive capabilities and scenario generation. Preliminary results demonstrate the DT platform's potential in improving urban mobility management, particularly in optimizing parking meter placement and enhancing user experience. Although limited data availability affects long-term prediction accuracy, the model exhibits robustness and adaptability for extended forecasting horizons."
10.1080/17452007.2024.2445033,Generative architectural plan drawings for early design decisions: data grounding and additional training for specific use cases,Choi S.,"This study shows the development of models for generating architectural plan drawings to support early design decisions in time–and cost-effective housing projects. Plan drawings are communicated through a combination of visual representations and accompanying textual descriptions. These elements play a crucial role in communicating design specifications to project stakeholders. In particular, by exploring the benefits of early decision-making during the planning phase, this paper explores specific use cases and demonstrates how existing data can be processed for additional training in image-generative models. These models have significantly advanced architectural visualization as a synthetic medium for visual representation. The methodology follows a structured approach: (1) evaluating the efficacy of default base models in generating plan drawings to determine the need for additional data grounding and training; (2) defining the scope of research through a theoretical examination of design requirements for specific use cases for training; (3) systematizing and generalizing the additional training process including data grounding (preparing and preprocessing data suitable for specific use cases), optimizing hyperparameters, and training (implementing models capable of generating images with the desired quality); and (4) demonstrating the proposed applications using the additional training model, specifically within the use case of ‘Korean urban residential housing projects’. This methodology aims to improve the efficiency of design communication during the initial stages of architectural design. By doing so, it enables more effective and strategic planning across a wide range of use cases and scenarios.","This study shows the development of models for generating architectural plan drawings to support early design decisions in time–and cost-effective housing projects. Plan drawings are communicated through a combination of visual representations and accompanying textual descriptions. These elements play a crucial role in communicating design specifications to project stakeholders. In particular, by exploring the benefits of early decision-making during the planning phase, this paper explores specific use cases and demonstrates how existing data can be processed for additional training in image-generative models. These models have significantly advanced architectural visualization as a synthetic medium for visual representation. The methodology follows a structured approach: (1) evaluating the efficacy of default base models in generating plan drawings to determine the need for additional data grounding and training; (2) defining the scope of research through a theoretical examination of design requirements for specific use cases for training; (3) systematizing and generalizing the additional training process including data grounding (preparing and preprocessing data suitable for specific use cases), optimizing hyperparameters, and training (implementing models capable of generating images with the desired quality); and (4) demonstrating the proposed applications using the additional training model, specifically within the use case of ‘Korean urban residential housing projects’. This methodology aims to improve the efficiency of design communication during the initial stages of architectural design. By doing so, it enables more effective and strategic planning across a wide range of use cases and scenarios."
10.1007/978-3-031-77290-0_13,Generative Artificial Intelligence in the Context of Urban Spaces,Moreno-Ibarra M.,"Urban areas face various challenges, including urban planning, waste management, pollution, public safety, and other issues. Information technologies and artificial intelligence have proven helpful in addressing these problems.","This paper explores the potential of Generative Artificial Intelligence (GenAI) to address urban challenges through geospatial analysis. We cover various GenAI models used in urban contexts, such as Generative Adversarial Networks (GAN), Variational Autoencoders (VAEs), Transformer-based models (or General Pre-trained Transformer), Large Language Models (LLMs), and Generative Diffusion models. The paper explains how GenAI can be used for urban analysis applications from an information management perspective. It presents examples of the operations that can be achieved. Additionally, it describes studies related to energy and resource management, urban planning, natural disaster management, and traffic management, demonstrating the advantages of applying this type of technology. The use of GenAI, along with Geographic Information Science and Technology (GIS&T) and Smart Cities concepts and tools, is being discussed. It presents some points to consider when designing, developing, and implementing GenAI-based applications for urban space analysis."
10.1007/978-3-031-73344-4_39,Parametric Generation of Buildings and Structures Models Based on Data on Existing Infrastructure Objects,Tevelev M.,"This article discusses the basic terms, theses, and methods of parametric modeling, as well as the application of all of the above to create a model of urban development based on OSM data. The data sources are considered and the completeness of the data content is considered. The possibility of editing and creating a unique facade style of a separate building based on data from OSM and algorithms that complement them, taking into account state standards, will also be considered. The practical significance of the study is represented by the development of a parametric approach based on OSM data, which further makes it possible to quickly recreate other cities or epochs in the form of chronotopes of urban development using the Houdini software package. A general overview of the Houdini software package and its tools is given, on the basis of which a study of the basics of parametric modeling and the construction of urban development was carried out. The main advantage of this complex is its node system and the ability to use the Python programming language, which makes building on the basis of nodes and parameters using algorithms in the Python programming language flexible and promising.","This article discusses the basic terms, theses, and methods of parametric modeling, as well as the application of all of the above to create a model of urban development based on OSM data. The data sources are considered and the completeness of the data content is considered. The possibility of editing and creating a unique facade style of a separate building based on data from OSM and algorithms that complement them, taking into account state standards, will also be considered. The practical significance of the study is represented by the development of a parametric approach based on OSM data, which further makes it possible to quickly recreate other cities or epochs in the form of chronotopes of urban development using the Houdini software package. A general overview of the Houdini software package and its tools is given, on the basis of which a study of the basics of parametric modeling and the construction of urban development was carried out. The main advantage of this complex is its node system and the ability to use the Python programming language, which makes building on the basis of nodes and parameters using algorithms in the Python programming language flexible and promising."
10.1109/ICoICI62503.2024.10696732,Advancements in Image Fusion Techniques for IoT Systems: Current Trends and Applications,Sharma S.,"This research explores the transformative potential of integrating image fusion with the Internet of Things (IoT) in the field of smart healthcare. By combining multiple images from various sources, image fusion provides richer and more precise data, enhancing the capabilities of IoT devices. This synergy optimizes data quality and reliability in IoT systems, leading to improved diagnosis, patient monitoring, and telemedicine services in healthcare. The paper investigates the approaches and technologies used in combining image fusion with IoT, addressing challenges and limitations. Through case studies and current implementations, we highlight the transformative potential of this integration in creating smarter, more responsive, and efficient healthcare systems. Additionally, this study explores the implications for other sectors such as environmental monitoring, security, and smart cities.","This research explores the transformative potential of integrating image fusion with the Internet of Things (IoT) in the field of smart healthcare. By combining multiple images from various sources, image fusion provides richer and more precise data, enhancing the capabilities of IoT devices. This synergy optimizes data quality and reliability in IoT systems, leading to improved diagnosis, patient monitoring, and telemedicine services in healthcare. The paper investigates the approaches and technologies used in combining image fusion with IoT, addressing challenges and limitations. Through case studies and current implementations, we highlight the transformative potential of this integration in creating smarter, more responsive, and efficient healthcare systems. Additionally, this study explores the implications for other sectors such as environmental monitoring, security, and smart cities."
10.1007/978-981-97-4844-0_69,Generation of Building Plans Using ML and AI,Dasari A.,"Designing residential plans requires expertise and time. Traditional methods are prone to errors and are time-consuming. As a result, deep learning-based methods gained popularity in recent years.","This research paper proposes a novel approach to generating building and residential plans using VAE and GANs. The project started with a VAE with Dall-e, which imposed more constraints on the output image. However, this led to pixelated images that were difficult to interpret. To overcome this, GANs were used, which required fewer constraints to produce more explicit output images. In GANs, two networks are trained simultaneously, a generator network that produces new samples and a discriminator network that evaluates the quality of the generated samples. Through adversarial training, the generator network learns to produce images that resemble the actual samples. The proposed GAN approach can overpower traditional residential plan design methods, producing accurate and high-resolution plans that are easier to interpret. However, using GANs is challenging, with instability in the training process leading to mode collapse or gradient vanishing. In conclusion, this research demonstrates the potential of deep learning-based methods for generating building or residential plans. The proposed approach using VAE and GANs can reduce the effort and time required to design a residential project, making it a valuable tool for architects and urban planners. However, further research is needed to address the challenges associated with GANs and improve the model's performance."
10.1109/MDM61037.2024.00060,Deciphering Human Mobility: Inferring Semantics of Trajectories with Large Language Models,Luo Y.,"Understanding human mobility patterns is essential for various applications, from urban planning to public safety. The individual trajectory such as mobile phone location data, while rich in spatio-temporal information, often lacks semantic detail, limiting its utility for in-depth mobility analysis. Existing methods can infer basic routine activity sequences from this data, lacking depth in understanding complex human behaviors and users' characteristics. Additionally, they struggle with the dependency on hard-to-obtain auxiliary datasets like travel surveys.","To address these limitations, this paper defines trajectory semantic inference through three key dimensions: user occupation category, activity sequence, and trajectory description, and proposes the Trajectory Semantic Inference with Large Language Models (TSI-LLM) framework to leverage LLMs infer trajectory semantics comprehensively and deeply. We adopt spatio-temporal attributes enhanced data formatting (STFormat) and design a context-inclusive prompt, enabling LLMs to more effectively interpret and infer the semantics of trajectory data. Experimental validation on real-world trajectory datasets demonstrates the efficacy of TSI-LLM in deciphering complex human mobility patterns. This study explores the potential of LLMs in enhancing the semantic analysis of trajectory data, paving the way for more sophisticated and accessible human mobility research."
10.52842/conf.caadria.2023.2.159,TERRITORIAL SABOTAGE: FROM TRACING SEOUL’S POSSIBILITIES TO RECOMPOSITING ITS URBAN IDENTITY,Kim D.,"This paper explores the evolution of architecture within an urban scale, utilizing Generative Adversarial Networks (GANs) to increase diversity and suggest various alternatives. Drawing inspiration from Henri Bergson's concepts of creative evolution, GANs' non deterministic nature echoes Bergson's emphasis on creativity with in evolutionary processes in urban design. Leveraging GANs' latent space, this study envisions a framework for AI-driven architectural generation, merging Bergson's ideas of creative intuition with AI's adaptive potential. Using Seoul as a case study, integrating Kevin Lynch's principles and symbolic representation techniques like the Nolli map, the research navigates urban spaces to create cohesive morphologies. Employing 2D GAN-based analysis and integrating 3D GAN, the study discerns urban layouts and building configurations. Additional diffusion models refine the 3D GAN outputs, expediting rendering and visualization phases, suggesting an innovative, data-driven architectural design methodology. By amalgamating diverse AI models into a cohesive workflow, it blends traditional architectural wisdom with cutting-edge computational capabilities, heralding a paradigm shift in architectural innovation.","This paper explores the evolution of architecture within an urban scale, utilizing Generative Adversarial Networks (GANs) to increase diversity and suggest various alternatives. Drawing inspiration from Henri Bergson's concepts of creative evolution, GANs' non deterministic nature echoes Bergson's emphasis on creativity with in evolutionary processes in urban design. Leveraging GANs' latent space, this study envisions a framework for AI-driven architectural generation, merging Bergson's ideas of creative intuition with AI's adaptive potential. Using Seoul as a case study, integrating Kevin Lynch's principles and symbolic representation techniques like the Nolli map, the research navigates urban spaces to create cohesive morphologies. Employing 2D GAN-based analysis and integrating 3D GAN, the study discerns urban layouts and building configurations. Additional diffusion models refine the 3D GAN outputs, expediting rendering and visualization phases, suggesting an innovative, data-driven architectural design methodology. By amalgamating diverse AI models into a cohesive workflow, it blends traditional architectural wisdom with cutting-edge computational capabilities, heralding a paradigm shift in architectural innovation."
10.1007/978-3-031-63031-6_20,Multi-scale Intervention Planning Based on Generative Design,Kavouras I.,"The scarcity of green spaces, in urban environments, consists a critical challenge. There are multiple adverse effects, impacting the health and well-being of the citizens. Small scale interventions, e.g. pocket parks, is a viable solution, but comes with multiple constraints, involving the design and implementation over a specific area.","In this study, we harness the capabilities of generative AI for multi-scale intervention planning, focusing on nature based solutions. By leveraging image-to-image and image inpainting algorithms, we propose a methodology to address the green space deficit in urban areas. Focusing on two alleys in Thessaloniki, where greenery is lacking, we demonstrate the efficacy of our approach in visualizing NBS interventions. Our findings underscore the transformative potential of emerging technologies in shaping the future of urban intervention planning processes."
10.1109/ICDT61202.2024.10489200,High-Resolution Image-to-Image Translation for Aesthetic Enhancements Using Generative Adversarial Network,Chitale M.,Urbanization poses numerous challenges in handling cities' growth and increasing populations.,"This research em-phasizes the significance of architecture enhancement in urban development and the conversion of satellite images into clear map representations using generator and discriminator models. Architectural enhancement is crucial for improving both the aesthetic appeal and functionality of buildings. Architectural enhancement through Generative Adversarial Networks (GANs) is a transformative approach to renovating old structures. This method facilitates the preservation of original design aesthetics, allowing for virtual restoration and the recreation of missing elements while ensuring accuracy. Concurrently, converting satel-lite images to precise maps aids city planning by providing a comprehensive understanding of spatial layouts and facilitating accurate land-use analysis. Hence, employing GANs enables the generation of high-resolution, realistic images that support object manipulation and diverse outcomes from a single input. This method not only enhances image synthesis techniques but also unlocks numerous applications in urban planning and design."
10.1109/TBDATA.2024.3382964,Deep Umbra: A Generative Approach for Sunlight Access Computation in Urban Spaces,Omar K.S.,"Sunlight and shadow play critical roles in how urban spaces are utilized, thrive, and grow. While access to sunlight is essential to the success of urban environments, shadows can provide shaded places to stay during the hot seasons, mitigate heat island effect, and increase pedestrian comfort levels. Properly quantifying sunlight access and shadows in large urban environments is key in tackling some of the important challenges facing cities today.","In this paper, we propose Deep Umbra, a novel computational framework that enables the quantification of sunlight access and shadows at a global scale. Our framework is based on a conditional generative adversarial network that considers the physical form of cities to compute high-resolution spatial information of accumulated sunlight access for the different seasons of the year. We use data from seven different cities to train our model, and show, through an extensive set of experiments, its low overall RMSE (below 0.1) as well as its extensibility to cities that were not part of the training set. Additionally, we contribute a set of case studies and a comprehensive dataset with sunlight access information for more than 100 cities across six continents of the world. Deep Umbra is available at http://urbantk.org/shadows ."
10.1038/s41598-023-49343-3,Prediction of transportation index for urban patterns in small and medium-sized Indian cities using hybrid RidgeGAN model,Thottolil R.,"The rapid urbanization trend in most developing countries including India is creating a plethora of civic concerns such as loss of green space, degradation of environmental health, scarcity of clean water, rise in air pollution, and exacerbated traffic congestion resulting in significant delays in vehicular transportation. To address the intricate nature of transportation issues, many researchers and planners have analyzed the complexities of urban and regional road systems using transportation models by employing transportation indices such as road length, network density, accessibility, and connectivity metrics.","This study addresses the complexities of predicting road network density for small and medium-sized Indian cities that come under the Integrated Development of Small and Medium Towns (IDSMT) project at a national level. A hybrid framework based on Kernel Ridge Regression (KRR) and the CityGAN model is introduced to predict network density using spatial indicators of human settlements. The major goal of this study is to generate hyper-realistic urban patterns of small and medium-sized Indian cities using an unsupervised CityGAN model and to study the causal relationship between human settlement indices (HSIs) and transportation index (network density) using supervised KRR for the real cities. The synthetic urban universes mimic Indian urban patterns and evaluating their landscape structures through the settlement indices can aid in comprehending urban landscape, thereby enhancing sustainable urban planning. We analyzed 503 real cities to find the actual relationship between the urban settlements and their road density. The nonlinear KRR model may help urban planners in deriving the network density for GAN-generated futuristic urban patterns through the settlement indicators. The proposed hybrid process, termed as RidgeGAN model, can gauge the sustainability of urban sprawl tied to infrastructure and transportation systems in sprawling cities. Analysis results clearly demonstrate the utility of RidgeGAN in predicting network density for different kinds of human settlements, particularly for small and medium Indian cities. By predicting future urban patterns, this study can help in the creation of more livable and sustainable areas, particularly by improving transportation infrastructure in developing cities."
10.3390/s23229209,Virtual Scenarios of Earthquake Early Warning to Disaster Management in Smart Cities Based on Auxiliary Classifier Generative Adversarial Networks,Ahn J.K.,"Effective response strategies to earthquake disasters are crucial for disaster management in smart cities. However, in regions where earthquakes do not occur frequently, model construction may be difficult due to a lack of training data. To address this issue, there is a need for technology that can generate earthquake scenarios for response training at any location. We proposed a model for generating earthquake scenarios using an auxiliary classifier Generative Adversarial Network (AC-GAN)-based data synthesis. The proposed ACGAN model generates various earthquake scenarios by incorporating an auxiliary classifier learning process into the discriminator of GAN. Our results at borehole sensors showed that the seismic data generated by the proposed model had similar characteristics to actual data. To further validate our results, we compared the generated IM (such as PGA, PGV, and SA) with Ground Motion Prediction Equations (GMPE). Furthermore, we evaluated the potential of using the generated scenarios for earthquake early warning training. The proposed model and algorithm have significant potential in advancing seismic analysis and detection management systems, and also contribute to disaster management.","Effective response strategies to earthquake disasters are crucial for disaster management in smart cities. However, in regions where earthquakes do not occur frequently, model construction may be difficult due to a lack of training data. To address this issue, there is a need for technology that can generate earthquake scenarios for response training at any location. We proposed a model for generating earthquake scenarios using an auxiliary classifier Generative Adversarial Network (AC-GAN)-based data synthesis. The proposed ACGAN model generates various earthquake scenarios by incorporating an auxiliary classifier learning process into the discriminator of GAN. Our results at borehole sensors showed that the seismic data generated by the proposed model had similar characteristics to actual data. To further validate our results, we compared the generated IM (such as PGA, PGV, and SA) with Ground Motion Prediction Equations (GMPE). Furthermore, we evaluated the potential of using the generated scenarios for earthquake early warning training. The proposed model and algorithm have significant potential in advancing seismic analysis and detection management systems, and also contribute to disaster management."
