doi,title,authors,introduction,contribution
10.1109/DCOSS-IoT61029.2024.00020,Traffic Data Augmentation Using GANs for ITS,Dabboussi A.H.,"Intelligent Transportation Systems (ITS) play a pivotal role in shaping the foundation of smart cities, providing data-driven solutions for traffic management, prediction, and safety. However, these applications often face a significant challenge - data scarcity. Insufficient data limits the effectiveness of machine learning models in the context of ITS.","To address this issue, this paper presents a novel data augmentation solution using Generative Adversarial Networks (GANs). By collecting sensor-based traffic speed data with contextual labels and training a GAN-based model to generate realistic traffic data for specific days and times, this research successfully proposes a solution to the problem of data scarcity. The generated data undergoes comprehensive qualitative and quantitative evaluations, demonstrating its potential to enhance ITS applications. Furthermore, the generated data is utilized to augment the training data for multiple traffic prediction models, effectively enhancing their performance. This approach opens new avenues for the development of intelligent and sustainable transportation systems, ultimately contributing to the advancement of smarter and more resilient cities."
10.1109/ICCA62789.2024.10591881,From Simulation to Prediction: Enhancing Digital Twins with Advanced Generative AI Technologies,Huang Y.,The integration of Generative Artificial Intelli-gence (GAI) into Digital Twins (DTs) marks a revolutionary stride in the evolution of virtual replicas for physical systems.,"This paper explores the cutting-edge advancements brought about by the incorporation of GAI technologies, specifically Large Language Models (LLMs), into DTs. These technologies herald a significant transformation, propelling DTs beyond their current capabilities to become more dynamic, predictive, and interactive tools that can simulate complex scenarios and anticipate future conditions with remarkable accuracy. By systematically examining the levels of GAI integration within DTs, this study delves into the methodologies and strategies for embedding AI capabilities into these virtual models. It outlines how GAI can enhance the functionality of DTs, enabling them to generate synthetic datasets, simulate unprecedented events, and provide actionable insights with LLM-based agents for decision-making. Furthermore, the paper highlights the extended applications of DTs, enriched by GAI, across various domains such as healthcare, urban planning, and beyond. The implications of this integration for operational efficiency, innovation, and decision-making processes are profound. By offering a comprehensive overview of the current state of technology and projecting future trends, this paper aims to provide stakeholders with a deep understanding of the syner-gistic potential between GAI and DTs. It sets the stage for a new era of DT technologies, where the boundaries of what can be achieved with virtual models are continually expanding."
10.1109/IV55156.2024.10588800,Data on the Move: Traffic-Oriented Data Trading Platform Powered by AI Agent with Common Sense,Yu Y.,"In the digital era, data has become a pivotal asset, advancing technologies such as autonomous driving. Despite this, data trading faces challenges like the absence of robust pricing methods and the lack of trustworthy trading mechanisms.","To address these challenges, we introduce a traffic-oriented data trading platform named Data on The Move (DTM), integrating traffic simulation, data trading, and Artificial Intelligent (AI) agents. The DTM platform supports evident-based data value evaluation and AI-based trading mechanisms. Leveraging the common sense capabilities of Large Language Models (LLMs) to assess traffic state and data value, DTM can determine reasonable traffic data pricing through multi-round interaction and simulations. Moreover, DTM provides a pricing method validation by simulating traffic systems, multi-agent interactions, and the heterogeneity and irrational behaviors of individuals in the trading market. Within the DTM platform, entities such as connected vehicles and traffic light controllers could engage in information collecting, data pricing, trading, and decision-making. Simulation results demonstrate that our proposed AI agent-based pricing approach enhances data trading by offering rational prices, as evidenced by the observed improvement in traffic efficiency. This underscores the effectiveness and practical value of DTM, offering new perspectives for the evolution of data markets and smart cities. To the best of our knowledge, this is the first study employing LLMs in data pricing and a pioneering data trading practice in the field of intelligent vehicles and smart cities."
10.1109/MDM61037.2024.00060,Deciphering Human Mobility: Inferring Semantics of Trajectories with Large Language Models,Luo Y.,"Understanding human mobility patterns is essential for various applications, from urban planning to public safety. The individual trajectory such as mobile phone location data, while rich in spatio-temporal information, often lacks semantic detail, limiting its utility for in-depth mobility analysis. Existing methods can infer basic routine activity sequences from this data, lacking depth in understanding complex human behaviors and users' characteristics. Additionally, they struggle with the dependency on hard-to-obtain auxiliary datasets like travel surveys.","To address these limitations, this paper defines trajectory semantic inference through three key dimensions: user occupation category, activity sequence, and trajectory description, and proposes the Trajectory Semantic Inference with Large Language Models (TSI-LLM) framework to leverage LLMs infer trajectory semantics comprehensively and deeply. We adopt spatio-temporal attributes enhanced data formatting (STFormat) and design a context-inclusive prompt, enabling LLMs to more effectively interpret and infer the semantics of trajectory data. Experimental validation on real-world trajectory datasets demonstrates the efficacy of TSI-LLM in deciphering complex human mobility patterns. This study explores the potential of LLMs in enhancing the semantic analysis of trajectory data, paving the way for more sophisticated and accessible human mobility research."
10.1109/ACCESS.2024.3405959,"Leveraging Generative and Explainable AI for Electric Vehicle Energy Toward Sustainable, Consumer-Centric Transportation",Kumar Mohanty P.,"In Industry 5.0, predicting electric vehicle energy usage enhances efficiency and sustainability, optimizes charging infrastructure, and meets consumer demands. Leveraging IoT, AI, and analytics enables smart charging that aligns with renewable energy goals, addresses infrastructure limitations, and promotes sustainable transportation by improving user experience, cutting costs, and boosting trust in electric vehicles.","This research aims to create a synthetic data set for electric vehicles using an enhanced Generative adversarial network model and, from that, predict the energy for charging electric vehicles using ensemble Machine Learning algorithms. The importance of more detailed features for the best-performing machine learning model has been done utilizing Explainable Artificial Intelligence, specifically, the Shapley Additive Explanations approach, to provide more understanding and derive the inter-dependency among features. The enhanced TemporalCharge Generative adversarial network model provides Skewness and Kurtosis values as -0.51 and -0.182, respectively, for synthetically generated data for the city of Berhampur, Odisha, India, which is very close to four-wheeler electric vehicle charging data of the city. Several plots illustrate the influence of key features on electric vehicle energy consumption during charging, which enhances user optimization, owner empowerment, and ecosystem sustainability."
10.1109/TMC.2024.3364655,5GT-GAN-NET: Internet Traffic Data Forecasting With Supervised Loss Based Synthetic Data Over 5G,Pandey C.,"In an era of 5G smart cities, precise traffic prediction remains elusive due to limited real-world data.","Our paper introduces a novel approach using Generative Adversarial Networks (GANs) to create synthetic traffic data that closely mimics real-world statistics. This artificial dataset enhances our new 5GT-GAN-NET-based prediction model. The result is a significant boost in prediction accuracy, with Mean Square Error (MSE) reduced to 0.000346 and Mean Absolute Error (MAE) to 0.00685. Compared to benchmarks, our model improves MSE and MAE by up to 95.45% with respect to the ARIMA model and 87.31% with respect to the NARNN model respectively. User privacy remains a cornerstone of our approach, crucial for smart city applications. Our predictive capabilities enable more efficient resource allocation by service providers, increasing communication infrastructure reliability. Although tailored for smart cities, the approach is adaptable to other fields facing data scarcity and privacy concerns. Our research highlights the potential of GANs in generating large, accurate datasets for traffic prediction in 5G environments while prioritizing user privacy."
10.1109/ICCE59016.2024.10444463,Enhancing RF Fingerprinting for Indoor Positioning Systems Using Data Augmentation,Junoh S.A.,"Indoor Positioning Systems (IPS) have recently emerged as a crucial technology in the Internet of Things (IoT), with widespread applications in smart cities and homes. Radio frequency-based fingerprinting, enabling location estimation through signal observations, requires manual surveys for constructing location maps. This process involves annotating radio signatures with corresponding locations, rendering it time-consuming and labor-intensive.","To address this challenge, our paper proposes a data augmentation method that leverages a conditional generative adversarial network with LSTM and CNN. This approach effectively captures patterns in the training data, generating synthetic data that aligns with the distribution. Experiments in a real scenario demonstrate an average localization error of 1.966 and 1.218 m for Wi-Fi and Bluetooth low energy (BLE), surpassing traditional fingerprinting and comparable to the baseline data augmentation methods."
10.1117/12.3024107,Autonomous Driving Road Network Generation and Evaluation based on Generative Artificial Intelligence,Ye S.,"The increasing number of vehicles has led to issues such as traffic congestion, air pollution, and energy consumption. Intelligent connected autonomous driving (AD) offers a solution to these transportation challenges, but it requires cooperation among dedicated AD road networks, connected cloud-based control and dispatch systems, and intelligent vehicle sensing. To harness the potential of AD, it is crucial to consider the requirements of autonomous vehicles (AVs) when planning road networks. Well-designed road networks can enhance travel experiences, reduce energy consumption, and promote urban sustainability.","In order to meet the needs of AD while ensuring the operational efficiency of urban transportation networks, this paper introduces a road network evaluation framework that encompasses both static and dynamic assessment criteria, following a detailed exploration and analysis of various road network generation methods. This evaluation framework addresses the deficiency in existing road network generation methods, which lack dynamic assessment of traffic networks. To validate the proposed approach, we have chosen a road network generation method based on conditional generative adversarial network (CGAN) as an application example. Through carefully designed experiments, we confirm the feasibility and effectiveness of the proposed method for generating and evaluating road networks tailored for AD scenarios."
10.1007/978-3-031-52426-4_3,Generating Synthetic Data to Improve Intrusion Detection in Smart City Network Systems,Čech P.,"Fast and reliable identification of cyber attacks in network systems of smart cities is currently a critical and demanding task. Machine learning algorithms have been used for intrusion detection, but the existing data sets intended for their training are often imbalanced, which can reduce the effectiveness of the proposed model. Oversampling and undersampling techniques can solve the problem but have limitations, such as the risk of overfitting and information loss. Furthermore, network data logs are noisy and inconsistent, making it challenging to capture essential patterns in the data accurately.","To address these issues, this study proposes using Generative Adversarial Networks to generate synthetic network traffic data. The results offer new insight into developing more effective intrusion detection systems, especially in the context of smart cities’ network infrastructure."
10.3390/ijgi12080338,Profiling Public Transit Passenger Mobility Using Adversarial Learning,Li Y.,"It is important to capture passengers’ public transit behavior and their mobility to create profiles, which are critical for analyzing human activities, understanding the social and economic structure of cities, improving public transportation, assisting urban planning, and promoting smart cities.","In this paper, we develop a generative adversarial machine learning network to characterize the temporal and spatial mobility behavior of public transit passengers, based on massive smart card data and road network data. The Apriori algorithm is extended with spatio-temporal constraints to extract frequent transit mobility patterns of individual passengers based on a reconstructed personal trip dataset. This individual-level pattern information is used to construct personalized feature vectors. For regular and frequent public transit passengers, we identify similar transit mobility groups using spatio-temporal constraints to construct a group feature vector. We develop a generative adversarial network to embed public transit mobility of passengers. The proposed model’s generator consists of an auto-encoder, which extracts a low-dimensional and compact representation of passenger behavior, and a pre-trained sub-generator containing generalization features of public transit passengers. Shenzhen City is taken as the study area in this paper, and experiments were carried out based on smart card data, road network data, and bus GPS data. Clustering analysis of embedding vector representation and estimation of the top K transit destinations were conducted, verifying that the proposed method can profile passenger transit mobility in a comprehensive and compact manner."
10.3390/aerospace10080683,Hybrid Turbo-Shaft Engine Digital Twinning for Autonomous Aircraft via AI and Synthetic Data Generation,Aghazadeh Ardebili A.,"Autonomous aircraft are the key enablers of future urban services, such as postal and transportation systems. Digital twins (DTs) are promising cutting-edge technologies that can transform the future transport ecosystem into an autonomous and resilient system. However, since DT is a data-driven solution based on AI, proper data management is essential in implementing DT as a service (DTaaS). One of the challenges in DT development is the availability of real-life data, particularly for training algorithms and verifying the functionality of DT. The current article focuses on data augmentation through synthetic data generation.","This approach can facilitate the development of DT in case the developers do not have enough data to train the machine learning (ML) algorithm. The current twinning approach provides a prospective ideal state of the engine used for proactive monitoring of the engine’s health as an anomaly detection service. In line with the track of unmanned aircraft vehicles (UAVs) for urban air mobility in smart city applications, this paper focuses specifically on the common hybrid turbo-shaft in drones/helicopters. However, there is a significant gap in real-life similar synthetic data generation in the UAV domain literature. Therefore, rolling linear regression and Kalman filter algorithms were implemented on noise-added data, which simulate the data measured from the engine in a real-life operational life cycle. For both thermal and hybrid models, the corresponding DT model has shown high efficiency in noise filtration and a certain amount of predictions with a lower error rate on all engine parameters except the engine torque."
10.1016/j.compeleceng.2023.108722,Market behavior-oriented deep learning-based secure data analysis in smart cities,Lv Q.,The construction of Smart Cities is inseparable from the healthy operation of markets. Reasonable data analysis can provide a crucial foundation for the development of market behavior by considering the enormous amount of data generated by a market economy.,"To this end, we propose enhanced cluster generative adversarial networks (eClusterGAN) to achieve latent space clustering. However, data storage security is crucial. Moreover, we suggest a GAN-based network intrusion detection system (GAN–NIDS) that uses adversarial learning to assist the generator in learning the spatial distribution of normal network flows. The simulation results showed that the proposed eClusterGAN and GAN–NIDS outperformed the benchmarks in terms of clustering accuracy, running time, precision, recall, and F1, which can support researchers in studying economic data trends. The construction of Smart Cities can effectively ensure healthy market development by discovering and disseminating the potential value of market economic data."
10.52842/conf.caadria.2023.1.019,PREDICTING AMENITIES DISTRIBUTIONS FOR WORKERS FROM THE BUILT ENVIRONMENT BASED ON MACHINE LEARNING,Wan H.,The working population has increased in cities with urbanization. Providing a supportive built environment with reasonable amenities distribution for them is becoming more important. Previous GIS-based approaches to urban planning for this issue tend to be subjective with high labour costs.,"This paper uses the generative adversarial network (GAN) to explore the relationship between amenities distributions and urban morphology, thus effectively predicting and visualizing the ideal amenities distributions in fastgrowing cities based on the condition of well-developed megacities. In this research, we take Shanghai, one of the global cities in China with a big labour market, as the research sample. First, we use the Point of Interest (POI) data to draw the heatmap of urban amenities that support workers’ daily life and collect the corresponding city maps. Then, we cut them into hundreds of image pairs as the training set and train a GAN model for predicting the future amenities distributions in other cities. To implement the model, we further collect the city maps of Jiaxing, one of the second-tier cities near Shanghai, as the testing set. Results show that our trained model can accurately predict amenities distributions for its future. The GAN-based prediction could effectively support detailed urban planning."
10.1109/IoTaIS60147.2023.10346041,An OMNeT++-Based Approach to Narrowband-IoT Traffic Generation for Machine Learning-Based Anomaly Detection,Darius P.,"The importance of security in smart city IoT applications has continued to grow in recent years, especially when critical infrastructure is involved. State-of-the-art deep intrusion detection systems (Deep IDS) help distinguish normal traffic from traffic originating from potential attackers.","In this paper, we aim to describe and evaluate a pipeline to simulate a smart city NB-IoT network, generate traffic and subsequently build from it a synthetic dataset using the OMNeT++ simulator. This dataset can then be used to train different ML-algorithms for anomaly detection in deep IDS. The main goal of the present paper is to showcase a proof of concept, examples are kept simple with the possibility of a more complex application at a later point. The research forms the basis for the development of an efficient Deep IDS to be integrated into an urban IoT network in the form of a middlebox. While previous research has relied on specific use cases and mostly on computer architectures with large cpu clusters and memory capabilities, the approach proposed by us offers a simple and straight forward way to generate synthetic traffic that is detailed and closely modelled to the respective use case as well as it can be created quickly and with minimal resources, e.g. a standard laptop."
10.1007/978-981-99-3068-5_9,DaFne: Data Fusion Generator and Synthetic Data Generation for Cities,Glass A.,"In the planning of smart cities, machine learning models can support decision-making with intelligent insights. But what data sets should training processes be based on if there is not yet a city from which to collect data, or if data is not usable due to privacy issues? Synthetic data can provide a realistic representation of conditions in the city not only for machine learning experts, but also for smart city experts. For data-affine users, there are machine learning-based methods for generating synthetic data, but these have limited accessibility to data amateurs. The Platform Data Fusion Generator (DaFne) project aims to improve the usability of data generation methods for various professions. The platform with its generic functionalities should appeal to users from all domains.","This paper refers to the research on how smart-city use cases can be addressed and how complex machine learning based methods can be made accessible through the platform to urban professions. Based on results from user interviews and experiments of a smart city case study, the need for a non-generic platform feature emerges. The Use Case Explorer feature provides users with a simple interface to query pre-trained machine learning models to generate data for a specific use case."
10.1007/978-3-031-28454-0_1,Synthetic Dataset of Electroluminescence Images of Photovoltaic Cells by Deep Convolutional Generative Adversarial Networks,Romero H.F.M.,This article presents a different way of obtaining images of solar cells using Artificial Intelligence techniques such as Generative Adversarial Neural Networks (GANs). This will improve the maintenance of Photovoltaic Systems in different places like Smart Cities. The original data has been obtained manually and preprocessed to create better images. The GAN architecture used is known as Deep Convolutional GAN since it performs better than other GANs. The synthetic images were labeled and analyzed to ensure their quality.,This article presents a different way of obtaining images of solar cells using Artificial Intelligence techniques such as Generative Adversarial Neural Networks (GANs). This will improve the maintenance of Photovoltaic Systems in different places like Smart Cities. The original data has been obtained manually and preprocessed to create better images. The GAN architecture used is known as Deep Convolutional GAN since it performs better than other GANs. The synthetic images were labeled and analyzed to ensure their quality.
10.19678/j.issn.1000-3428.0064093,Visual analysis of resident behavior characteristics based on spatio-temporal data,Ma X.,"Owing to the rapid development of smart cities, a significant number of commercial areas will generate plenty of resident behavior data daily. However, classical analysis methods cannot easily overcome data sparsity, and spatio-temporal adjoint relation discovery does not provide accurate results.","This paper proposes an interactive visual analysis system based on resident behavior data characteristics and visual analysis tasks. The system processes the original data, extracts the relevant spatio-temporal characteristics, and identifies the user's adjoint relations. Additionally, the system uses an improved variable sliding window algorithm combined with visual analysis technology to design a user relationship diagram, time Gantt chart, schematic map of multivariable representation, radial bar chart, calendar thermal chart, and others. Based on these visual tools, the traffic distribution, user origin, and other characteristics of the residence site can be visually analyzed in multiple periods. By performing case studies based on two real datasets, the behavior patterns and phenomena that prove the usability and extensibility of the proposed system are explained. Results show that the visual analysis system can realize system-level applications such as group travel characteristics and traffic analysis, which can provide reasonable suggestions and assist decision-making for the commercial operation of relevant venues."
10.1016/j.comnet.2022.109156,Forecasting fine-grained city-scale cellular traffic with sparse crowdsourced measurements,Duan J.H.,"With the rapid development of wireless technology and the edge computing applications, an increasing number of 4G/5G infrastructure are densely deployed to meet the booming cellular traffic demands. Monitoring and forecasting urban cellular traffic is fundamental for urban planning, network resources allocation, traffic engineering, etc.","In this paper, we address the crowdsourcing-based urban cellular traffic prediction problem, i.e., to predict the city-scale fine-grained cellular traffic patterns based on partial user-generated measurements. We propose a novel deep generative adversarial network (GAN) model called CrowdGAN to solve the problem. Specifically, CrowdGAN employs a convolutional Long Short-Term Memory (LSTM) network to extract spatio-temporal features from sparse traffic maps, and adopts a novel design of co-training a generator and a discriminator under the supervision of an accuracy assurance network to generate a high-resolution cellular traffic map for prediction. We implement the proposed CrowdGAN in TensorFlow and evaluate its performance using two real-world cellular traffic datasets. Extensive experiments show that CrowdGAN significantly outperforms the baselines on a variety of performance metrics, and achieves at least 47% reduction in root-mean-squared error compared to the state-of-the-art."
10.1109/TBDATA.2020.3014511,Off-Deployment Traffic Estimation-A Traffic Generative Adversarial Networks Approach,Zhang Y.,"The rapid progress of urbanization has expedited the process of urban planning, e.g., new residential, commercial areas, which in turn boosts the local travel demand.","We propose a novel 'off-deployment traffic estimation problem', namely, to foresee the traffic condition changes of a region prior to the deployment of a construction plan. This problem is important to city planners to evaluate and develop urban deployment plans. However, this task is challenging. Traditional traffic estimation approaches lack the ability to solve this problem, since no data about the impact can be collected before the deployment and old data fails to capture the traffic pattern changes. In this paper, we define the off-deployment traffic estimation problem as a traffic generation problem, and develop a novel deep generative model TrafficGAN that captures the shared patterns across spatial regions of how traffic conditions evolve according to travel demand changes and underlying road network structures. In particular, TrafficGAN captures the road network structures through a dynamic filter in the dynamic convolutional layer. We evaluate our TrafficGAN using a large-scale traffic data collected from Shenzhen, China. Results show that TrafficGAN can more accurately estimate the traffic conditions compared with all baselines. We also showcase that TrafficGAN can identify potential traffic issues in some regions and suggest possible reasons."
10.1007/978-3-031-19647-8_15,Preliminary Study for Impact of Social Media Networks on Traffic Prediction,Laynes Fiascunari V.,"While smart cities have the required infrastructure for traffic prediction, underdeveloped cities lack the budget and technology to perform an accurate model. Current research uses data mining of tweets and specific posts to provide population trends, but there is no work done in social network analysis for the same end.","This paper proposes an applied informatics application with social network usage to aid in the lack of data due to nonexistent traffic sensors. The Twitter API was used to download a network of users that follows traffic updates accounts and then, use a model of information diffusion (independent cascade model) to retrieve a variable that holds a metric of how the information regarding current traffic has traveled through the network. Finally, an updated traffic dataset with the new social network variable is used to train and validate an LSTM neural network to show if the new variable can be a predictor for traffic. Results show that a deterministic independent cascade model ran on a New York City-based 2-tier social network marginally improved the prediction by 0.4%. This proposal can be replicated in other information diffusion models."
10.1088/1742-6596/2074/1/012088,Automatic generation of urban road planning network under deep learning,Zhong Q.,"With the rapid advancement of China's urbanization process and the rapid increase of the number of motor vehicles, now the vast majority of cities in China are faced with traffic congestion, environmental pollution, noise pollution and other problems. Facing these problems, a road network with reasonable structure, proper layout and sufficient capacity has become an important basic condition for the sustainable development of urban traffic system.","This paper mainly studies the automatic generation method of urban road planning network based on deep learning. In this paper, a model based on deep neural network is proposed, which integrates the knowledge of road planning domain and generative adversarial network, and can realize the generation of road network simply and quickly."
10.1109/SCSP52043.2021.9447372,Synthetic Ride-Requests Generation using WGAN with Location Embeddings,Nookala U.,"Ride-hailing services have gained tremendous importance in social life today, and the amount of resources involved have been hiking up.","Ride-request data has been crucial in the research of improving ride-hailing efficiency and minimizing the cost. This work aims to model human mobility patterns to generate realistic ride-requests, addressing the prevailing problem of lack of historical training data and realistic synthetic data for different hypothetical scenarios. Synthetic generation also inherently carries anonymity. In particular, our work focuses on modeling both spatial and temporal distributions jointly for ride-hailing services. A Ride-Request Wasserstein Generative Adversarial Network (RR-WGAN) is proposed to generate plausible pick-up and drop-off geolocations. The generated ride-requests are extensively evaluated under a wide range of criteria we design, giving a comprehensive understanding of how the model performs. The proposed approach has achieved better performance than state-of-the-art methods in most scenarios. We believe this approach could provide value for ride-hailing service providers, research communities, and policy-makers."
10.1109/ICDM51629.2021.00196,C 3 -GAN: Complex-Condition-Controlled Urban Traffic Estimation through Generative Adversarial Networks,Zhang Y.,"Given historical traffic distributions and associated urban conditions observed in a city, the conditional urban traffic estimation problem aims at estimating realistic future projections of the traffic under a set of new urban conditions, e.g., new bus routes, rainfall intensity and travel demands. The problem is important in reducing traffic congestion, improving public transportation efficiency, and facilitating urban planning. However, solving this problem is challenging due to the strong spatial dependencies of traffic patterns and the complex relations between the traffic and urban conditions.","In this paper, we tackle the challenges by proposing a novel Complex-Condition-Controlled Urban Traffic Estimation through Generative Adversarial Networks (C3-GAN) for urban traffic estimation of a region under various complex conditions. C3-GAN features the following three novel designs on top of standard cGAN model: (1) an embedding network mapping the complex conditions to a latent space to find representations of the urban conditions; (2) an inference network to enhance the relations between the embedded latent vectors and the traffic data. Extensive experiments on real-world datasets demonstrate that our C3-GAN produces high-quality traffic estimations and outperforms state-of-the-art baseline methods."
10.1007/978-3-030-87571-8_10,Decision Behavior Based Private Vehicle Trajectory Generation Towards Smart Cities,Chen Q.,"In contrast with the condition that the trajectory dataset of floating cars (taxis) can be easily obtained from the Internet, it is hard to get the trajectory data of social vehicles (private vehicles) because of personal privacy and government policies.","This paper absorbs the idea of game theory, considers the influence of individuals in the group, and proposes a decision behavior based dataset generation (DBDG) model of vehicles to predict future inter-regional traffic. In addition, we adopt simulation tools and generative adversarial networks to train the trajectory prediction model so that the private vehicle trajectory dataset conforming to social rules (e.g., collisionless) is generated. Finally, we construct from macroscopic and microscopic perspectives to verify dataset generation methods proposed in this paper. The results show that the generated data not only has high accuracy and is valuable but can provide strong data support for the Internet of Vehicles and transportation research work."
10.1021/acsami.9b17525,Demonstration of Electrically Injected Semipolar Laser Diodes Grown on Low-Cost and Scalable Sapphire Substrates,Khoury M.,"The last two decades have shown an increasing need for GaN-based laser diodes (LDs), which are currently only grown on bulk GaN substrates, which remain to date very expensive and/or only available in small sizes. The ever growing laser market will expand in the coming years, thanks to the development of automotive laser lighting, high-speed Li-Fi optical data transmission, LiDAR sensing for autonomous vehicles and smart cities, head-up displays, and AR/VR systems, in addition to biomedical and further industrial applications. These emerging technologies demand for mass-production of GaN-based lasers to be produced on large-size, low-cost, and industrially compatible substrates.","To address this issue, we demonstrate the first electrically injected semipolar 440 nm LD on high-quality and low-defect-density (11-22) GaN templates grown on scalable and low-cost sapphire substrates. The LDs exhibit a threshold current density of 17 kA/cm2, a single facet output power of more than 200 mW at 2 A with a slope efficiency of 0.85 W/A, and a TE polarization having a ratio of 97.6%. These results enable the advancement of ultra-low-cost LDs while benefiting from the inherent advantages of semipolar GaN properties."
10.3390/ijgi8030154,Geographical area network-structural health monitoring utility computing model,Tariq H.,"In view of intensified disasters and fatalities caused by natural phenomena and geographical expansion, there is a pressing need for a more effective environment logging for a better management and urban planning.","This paper proposes a novel utility computing model (UCM) for structural health monitoring (SHM) that would enable dynamic planning of monitoring systems in an efficient and cost-effective manner in form of a SHM geo-informatics system. The proposed UCM consists of networked SHM systems that send geometrical SHM variables to SHM-UCM gateways. Every gateway is routing the data to SHM-UCM servers running a geo-spatial patch health assessment and prediction algorithm. The inputs of the prediction algorithm are geometrical variables, environmental variables, and payloads. The proposed SHM-UCM is unique in terms of its capability to manage heterogeneous SHM resources. This has been tested in a case study on Qatar University (QU) in Doha Qatar, where it looked at where SHM nodes are distributed along with occupancy density in each building. This information was taken from QU routers and zone calculation models and were then compared to ideal SHM system data. Results show the effectiveness of the proposed model in logging and dynamically planning SHM."
