doi,title,authors,introduction,contribution
10.1049/smc2.12081,Sense (and) the city: From Internet of Things sensors and open data platforms to urban observatories,Kumar V.,"Digitalisation and the Internet of Things (IoT) help city councils improve services, increase productivity and reduce costs. City-scale monitoring of traffic and pollution enables the development of insights into low-air quality areas and the introduction of improvements. IoT provides a platform for the intelligent interconnection of everyday objects and has become an integral part of a citizen's life. Anyone can monitor from their fitness to the air quality of their immediate environment using everyday technologies. With caveats around privacy and accuracy, such data could even complement those collected by authorities at city-scale, for validating or improving policies. The authors explore the hierarchies of urban sensing from citizen-to city-scale, how sensing at different levels may be interlinked, and the challenges of managing the urban IoT. The authors provide examples from the UK, map the data generation processes across levels of urban hierarchies and discuss the role of emerging sociotechnical urban sensing infrastructures, that is, independent, open, and transparent capabilities that facilitate stakeholder engagement and collection and curation of grassroots data. The authors discuss how such capabilities can become a conduit for the alignment of community- and city-level action via an example of tracking the use of shared electric bicycles in Bristol, UK.","Digitalisation and the Internet of Things (IoT) help city councils improve services, increase productivity and reduce costs. City-scale monitoring of traffic and pollution enables the development of insights into low-air quality areas and the introduction of improvements. IoT provides a platform for the intelligent interconnection of everyday objects and has become an integral part of a citizen's life. Anyone can monitor from their fitness to the air quality of their immediate environment using everyday technologies. With caveats around privacy and accuracy, such data could even complement those collected by authorities at city-scale, for validating or improving policies. The authors explore the hierarchies of urban sensing from citizen-to city-scale, how sensing at different levels may be interlinked, and the challenges of managing the urban IoT. The authors provide examples from the UK, map the data generation processes across levels of urban hierarchies and discuss the role of emerging sociotechnical urban sensing infrastructures, that is, independent, open, and transparent capabilities that facilitate stakeholder engagement and collection and curation of grassroots data. The authors discuss how such capabilities can become a conduit for the alignment of community- and city-level action via an example of tracking the use of shared electric bicycles in Bristol, UK."
10.1145/3678717.3691308,Harnessing LLMs for Cross-City OD Flow Prediction,Yu C.,"Understanding and predicting Origin-Destination (OD) flows is crucial for urban planning and transportation management. Traditional OD prediction models, while effective within single cities, often face limitations when applied across different cities due to varied traffic conditions, urban layouts, and socio-economic factors.","In this paper, by employing Large Language Models (LLMs), we introduce a new method for cross-city OD flow prediction. Our approach leverages the advanced semantic understanding and contextual learning capabilities of LLMs to bridge the gap between cities with different characteristics, providing a robust and adaptable solution for accurate OD flow prediction that can be transferred from one city to another. Our novel framework involves four major components: collecting OD training datasets from a source city, instruction-tuning the LLMs, predicting destination POIs in a target city, and identifying the locations that best match the predicted destination POIs. We introduce a new loss function that integrates POI semantics and trip distance during training. By extracting high-quality semantic features from human mobility and POI data, the model understands spatial and functional relationships within urban spaces and captures interactions between individuals and various POIs. Extensive experimental results demonstrate the superiority of our approach over the state-of-the-art learning-based methods in cross-city OD flow prediction."
10.1145/3678717.3691311,MobGLM: A Large Language Model for Synthetic Human Mobility Generation,Zhang K.,"Human mobility generation plays a critical role in urban transportation planning. Existing human mobility generation models often fall short of understanding travelers’ demographics and integrating multimodal information, including activity purposes, destination choices and transport mode preferences. Recently, mobility generation models leveraging Large Language Models (LLMs) have gained significant attention, while they are limited in directly reproducing spatial information in human mobility profiles.","To address these challenges, this paper proposes the Mobility Generative Language Model (MobGLM), a novel approach for generating synthetic human mobility data to support urban planning, transport management, energy consumption and epidemic control. MobGLM addresses these limitations by capturing the complex relationships between agents’ mobility patterns and individual demographics. By incorporating personal information, activity types, locations and traffic modes as encoders, MobGLM uniquely identifies and replicates features of human mobility. Our framework is evaluated using a large, real-world mobility dataset and benchmarked against state-of-the-art personal mobility generation techniques. The results demonstrate the effectiveness of MobGLM in producing accurate and reliable synthetic mobility data, highlighting its potential applications in various urban mobility contexts."
10.1145/3678717.3691317,From Geolocated Images to Urban Region Identification and Description: a Large Language Model Approach,Rocchietti G.,"Urban research faces challenges in understanding and describing city regions, which are essential for urban planning and tourism management. Traditional methods rely on predefined areas and non-human-readable representations.","This paper presents a new unsupervised approach that overcomes these limitations using a data-driven method with Instruction-tuned Large Language Models (ILLMs). Our technique dynamically identifies urban regions with similar features and generates human-readable descriptions. We validate this method using Flickr images from Pisa, Italy, and our results show that it effectively captures the semantic features of urban regions and generates comprehensible textual descriptions."
10.3390/electronics13224564,"Leveraging Multi-Source Data for the Trustworthy Evaluation of the Vibrancy of Child-Friendly Cities: A Case Study of Tianjin, China",Zhang D.,"The vitality of a city is shaped by its social structure, environmental quality, and spatial form, with child-friendliness being an essential component of urban vitality. While there are numerous qualitative studies on the relationship between child-friendliness and various indicators of urban vitality, quantitative research remains relatively scarce, leading to a lack of sufficient objective and trustworthy data to guide urban planning and the development of child-friendly cities.","This paper presents an analytical framework, using Heping District in Tianjin, China, as a case study. It defines four main indicators—social vitality, environmental vitality, spatial vitality, and urban scene perception—for a trustworthy and transparent quantitative evaluation. The study integrates multi-source data, including primary education (POI) data, street view image (SVI) data, spatiotemporal big data, normalized difference vegetation index (NDVI), and large visual language models (LVLMs) for the trustworthy analysis. These data are visualized using corresponding big data and weighted analysis methods, ensuring transparent and accurate assessments of the child-friendliness of urban blocks. This research introduces an innovative and trustworthy method for evaluating the child-friendliness of urban blocks, addressing gaps in the quantitative theory of child-friendliness in urban planning. It also provides a practical and reliable tool for urban planners, offering a solid theoretical foundation to create environments that better meet the needs of children in a trustworthy manner."
10.1016/j.jfranklin.2024.107299,Spatial–Temporal Similarity Fusion Graph Adversarial Convolutional Networks for traffic flow forecasting,Wang B.,Traffic flow forecasting is integral to the advancement of intelligent transportation systems and the development of smart cities.,"This paper introduces a novel model, the Spatial–Temporal Similarity Fusion Graphs Adversarial Convolutional Networks (STSF-GACN), which leverages advanced data preprocessing techniques to enhance the predictive accuracy and efficiency of traffic flow forecasting. The innovation of our approach lies in the meticulous construction of the spatial–temporal similarity matrix through the precise calculation of temporal and spatial similarities. This matrix forms the backbone of our model, serving as the generator in the integrated Generative Adversarial Network (GAN) architecture. The Spatial–Temporal Similarity Fusion Adaptive Graph Convolutional Network, developed as part of our GAN's generator, utilizes cutting-edge techniques such as the Wasserstein distance and Dynamic Time Warping to optimize the adaptive adjacency matrix, enabling the model to capture latent spatial–temporal correlations with unprecedented depth and precision. The discriminator of the GAN further refines the model by evaluating the accuracy of the traffic predictions, ensuring that the generative model produces results that are not only accurate but also robust against varying traffic conditions. This cohesive integration of GAN into the model architecture allows for a significant improvement in prediction accuracy and convergence speed, moving beyond traditional forecasting methods."
10.1145/3627673.3679109,Dataset Generation for Korean Urban Parks Analysis with Large Language Models,Kim H.,Understanding how urban parks are utilized and perceived by the public is crucial for effective urban planning and management.,"This study introduces a novel dataset derived from Instagram, using 42,187 images tagged with #Seoul and #Park hashtags from 2017 to 2023. These images were filtered using InternLM-XComposer2, a Multimodal Large Language Model (MLLM), to confirm they depicted park scenes. GPT-4 then annotated the filtered images, resulting in 29,866 valid image annotations of physical elements, human activities, animals, and emotions. The dataset is publicly available at https://huggingface.co/datasets/RedBall/seoul-urban-park-analysis-by-llm."
10.1177/23998083231219364,Evolvable case-based design: An artificial intelligence system for urban form generation with specific indicators,Liu Y.,"This research proposes a design system that combines a case-based learning algorithm with a rule-based optimization algorithm to automatically generate and revise urban form prototypes based on historical cases and user requirements. The system aims to address the challenges of existing generative methods for urban forms, such as the lack of flexibility and organicity of rule-based methods and the insufficient manipulability and interpretability of the newest GAN-integrated case-based methods. It can help designers generate multiple solutions with specific indicators in the conceptual stage and has the potential to facilitate citizen participation in urban planning and design. This research demonstrates the feasibility and effectiveness of the system through a case study in Shenzhen. The research further extends the discussion about the application of the proposed system and the alternative evolution approach for the next generation of automatic design methods.","This research proposes a design system that combines a case-based learning algorithm with a rule-based optimization algorithm to automatically generate and revise urban form prototypes based on historical cases and user requirements. The system aims to address the challenges of existing generative methods for urban forms, such as the lack of flexibility and organicity of rule-based methods and the insufficient manipulability and interpretability of the newest GAN-integrated case-based methods. It can help designers generate multiple solutions with specific indicators in the conceptual stage and has the potential to facilitate citizen participation in urban planning and design. This research demonstrates the feasibility and effectiveness of the system through a case study in Shenzhen. The research further extends the discussion about the application of the proposed system and the alternative evolution approach for the next generation of automatic design methods."
10.3390/s24175601,SpecRep: Adversary Emulation Based on Attack Objective Specification in Heterogeneous Infrastructures,Portase R.M.,"Cybercriminals have become an imperative threat because they target the most valuable resource on earth, data. Organizations prepare against cyber attacks by creating Cyber Security Incident Response Teams (CSIRTs) that use various technologies to monitor and detect threats and to help perform forensics on machines and networks. Testing the limits of defense technologies and the skill of a CSIRT can be performed through adversary emulation performed by so-called “red teams”. The red team’s work is primarily manual and requires high skill.","We propose SpecRep, a system to ease the testing of the detection capabilities of defenses in complex, heterogeneous infrastructures. SpecRep uses previously known attack specifications to construct attack scenarios based on attacker objectives instead of the traditional attack graphs or a list of actions. We create a metalanguage to describe objectives to be achieved in an attack together with a compiler that can build multiple attack scenarios that achieve the objectives. We use text processing tools aided by large language models to extract information from freely available white papers and convert them to plausible attack specifications that can then be emulated by SpecRep. We show how our system can emulate attacks against a smart home, a large enterprise, and an industrial control system."
10.1016/j.trc.2024.104748,Cooperative adaptable lanes for safer shared space and improved mixed-traffic flow,Dubey R.K.,"With the rapid increase in the percentage of the world's population living in cities, the design of existing transportation infrastructure requires serious consideration. Current road networks, especially in large cities, face acute pressures due to increased demand for vehicles, cyclists, and pedestrians. Although much attention has been given to improve traffic management and accommodate the increased demand via coordinating and optimizing traffic signals, research focused on adapting the static allocation of street spaces and right-of-way dynamically based on mixed traffic flow is still scarce.","This paper proposes a multi-agent reinforcement learning (RL) agent approach that cooperatively adapts the individual lane widths and right-of-way access permissions based on real-world mixed traffic flow. In particular, multiple cooperative agents are trained with mixed temporal data that learn to decide suitable lane widths for motorized vehicles, bicycles, and pedestrians, along with whether co-sharing space between pedestrians and cyclists is safe. Using a microscopic traffic simulator model of a four-legged intersection, we trained our RL agent on synthetic data, and tested it on realistic multi-modal traffic data. The proposed approach reduces the overall average waiting time and queue length by 48.9% and 37.7%, respectively, compared to the Static (baseline) street design. Additionally, we observe CALM's ability to gradually adjust lane widths, contrasting with the Heuristic implementation's erratic lane adjustments, which pose potential safety concerns. Notably, the model learns to adaptively toggle the co-sharing of street space between cyclists and pedestrians as one co-shared lane, ensuring comfort and maintaining the level of service according to the designer's policy. Finally, we demonstrate CALM's scalability on a simulated large-scale traffic network."
10.1007/s11263-024-02030-w,UrbanEvolver: Function-Aware Urban Layout Regeneration,Qin Y.,"Urban regeneration is an important strategy for land redevelopment, to address the urban decay in cities. Among many tasks, urban layout is the foundation for urban regeneration.","In this paper, we target a new task called function-aware urban layout regeneration, and propose UrbanEvolver, a function-aware deep generative model for the task. Given a target region to be regenerated, our model outputs a regenerated urban layout (i.e., roads and buildings) for the target region by considering the function (i.e., land use type) of the target region and its surrounding context (i.e., the functions and urban layouts of the surrounding regions). UrbanEvolver first extracts implicit regeneration rules from the target function and the surrounding context by encoding them separately in different scales through the function-layout adaptive (FA) blocks, and then constrains the regenerated urban layout based on the learned regeneration rules. To enforce the regenerated layout to be valid and to follow the road structure, we design a set of losses covering both pixel-level and geometry-level constraints. To train our model, we collect a large-scale urban layout dataset covering more than 147 K regions under 1300 km2 with rich annotations, including functions, region shapes, urban road layouts, and urban building layouts. We conduct extensive experiments to show that our model outperforms the baseline methods in generating practical and function-aware urban layouts based on the given target function and surrounding context."
10.1145/3637528.3671843,DiffCrime: A Multimodal Conditional Diffusion Model for Crime Risk Map Inference,Wang S.,"Crime risk map plays a crucial role in urban planning and public security management. Traditionally, it is obtained solely from historical crime incidents or inferred from limited environmental factors, which are not sufficient to accurately model the occurrences of crimes over the geographical space well.","Motivated by the impressive and realistic conditional generating power of diffusion models, in this paper, we propose a multimodal conditional diffusion method, namely, DiffCrime, to infer the crime risk map based on datasets in various domains, i.e., historical crime incidents, satellite imagery, and map imagery. It is equipped with a history-gated multimodal denoising network, i.e., HamNet, dedicated to the crime risk map inference. HamNet emphasizes the importance of historical crime data via a Gated-based History Fusion (GHF) module and adaptively controls multimodal conditions to be fused across different diffusion time steps via a Time step-Aware Modality Fusion (TAMF) module. Extensive experiments on two real-world datasets demonstrate the effectiveness of DiffCrime, which outperforms baselines by at least 43% and 31% in terms of RMSE, respectively."
10.1007/s11629-023-8390-1,Debris flow runout behaviors considering the influences of densely populated buildings,Zhang S.,"Debris flows pose serious risks to communities in mountainous areas, often resulting in large losses of human life and property. The impeding presence of urban buildings often affects the runout behavior and deposition of debris flows. But the impact of different building densities and sizes on debris flow dynamics has yet to be quantified to guide urban planning in debris flow risk zones.","This study focused on a debris flow that occurred in Zhouqu County, Gansu Province, China on August 7th, 2010, which was catastrophic and destroyed many buildings. The FLO-2D software was used to simulate this debris flow in two scenarios, i.e. the presence and the absence of buildings, to obtain debris-flow intensity parameters. The developed model was then used to further analyze the influence of large buildings and narrow channels within the urban environment. The simulation results show that considering the presence of buildings in the simulation is essential for accurate assessment of debris flow intensity and deposition distribution. The layout of buildings in the upstream urban area, such as large buildings or parallel buildings which form narrow channels, can affect the flow velocity and depth of debris flow heading towards downstream buildings. To mitigate damage to downstream buildings, the relative spacing (d/a) between upstream and downstream buildings should not exceed a value of two and should ideally be even lower. These findings provide valuable insights for improving the resistance of mountainous cities to urban debris flows."
10.1016/j.scs.2024.105380,Energy efficiency security in urban areas: Challenges and implementation,Huang J.,"In this paper, we explore the transformative potential of data-driven methodologies in the intricate landscape of urban energy transactions, with a keen focus on enhancing decision-making intelligence, amplifying the integration of renewable energy sources, and fostering active community engagement. A pivotal contribution to this research lies in the introduction of an innovative Intrusion Detection System (IDS) fortified by the robust capabilities of deep evolving convolutional Generative Adversarial Networks (GANs). This novel security measure is designed to fortify urban energy transactions against potential cyber threats, ensuring the integrity and reliability of the energy infrastructure. Furthermore, our study introduces a groundbreaking hybridization of the Bat Algorithm (BA) and Teaching-Learning-Based Optimization (TLBO) for the optimization of GAN model training. This fusion of optimization techniques enhances the efficiency and accuracy of the training process, elevating the reliability of the generated models within the context of urban energy management. To validate and demonstrate the practical applicability of these innovations, we deploy them on the real-time dataset of a smart city's digital twin. This implementation serves as a tangible proof of concept, offering valuable insights into the performance and adaptability of the proposed approaches within real-world urban energy scenarios. As the findings unfold, it becomes evident that our research significantly contributes to the evolution of urban energy management, providing a robust foundation for the development of secure, resilient, and community-centric smart city energy systems. Through these advancements, we pave the way for a sustainable urban future where energy transactions are not only efficient but also secure and inclusive, aligning with the broader goals of smart city development.","In this paper, we explore the transformative potential of data-driven methodologies in the intricate landscape of urban energy transactions, with a keen focus on enhancing decision-making intelligence, amplifying the integration of renewable energy sources, and fostering active community engagement. A pivotal contribution to this research lies in the introduction of an innovative Intrusion Detection System (IDS) fortified by the robust capabilities of deep evolving convolutional Generative Adversarial Networks (GANs). This novel security measure is designed to fortify urban energy transactions against potential cyber threats, ensuring the integrity and reliability of the energy infrastructure. Furthermore, our study introduces a groundbreaking hybridization of the Bat Algorithm (BA) and Teaching-Learning-Based Optimization (TLBO) for the optimization of GAN model training. This fusion of optimization techniques enhances the efficiency and accuracy of the training process, elevating the reliability of the generated models within the context of urban energy management. To validate and demonstrate the practical applicability of these innovations, we deploy them on the real-time dataset of a smart city's digital twin. This implementation serves as a tangible proof of concept, offering valuable insights into the performance and adaptability of the proposed approaches within real-world urban energy scenarios. As the findings unfold, it becomes evident that our research significantly contributes to the evolution of urban energy management, providing a robust foundation for the development of secure, resilient, and community-centric smart city energy systems. Through these advancements, we pave the way for a sustainable urban future where energy transactions are not only efficient but also secure and inclusive, aligning with the broader goals of smart city development."
10.1016/j.scs.2024.105439,Smart infrastructure design: Machine learning solutions for securing modern cities,Shuhan W.,"In the realm of securing smart cities against emerging cyber threats, this research encompasses three distinct yet interconnected initiatives. First, a pioneering data architecture design leveraging CycleGAN is proposed to counteract False Data Injection Attacks (FDIA). By cyclically transforming data distributions, CycleGAN ensures the integrity and reliability of smart city information, fortifying against malicious manipulations. Second, an innovative Internet of Things (IoT) concept is introduced, aiming to enhance real-time monitoring and context-aware threat detection within Intrusion Detection Systems (IDS). Harnessing the wealth of data generated by IoT devices, this concept provides a comprehensive understanding of network activities, fostering adaptive responses to emerging threats. Lastly, the research delves into the development of a novel IDS hyperparameter adjusting system. This system integrates the strengths of Biogeography-Based Optimization (BBO) and Whale Optimization Algorithm (WOA) to fine-tune IDS configuration parameters. Drawing inspiration from biogeographical principles and collaborative whale behavior, the hybrid optimization system balances exploration and exploitation, adapting the IDS to diverse network environments. Together, these initiatives represent a holistic approach to fortifying smart cities through cutting-edge data architecture, IoT-driven threat detection, and optimized IDS configurations, contributing to the resilience and cybersecurity of modern urban landscapes.","In the realm of securing smart cities against emerging cyber threats, this research encompasses three distinct yet interconnected initiatives. First, a pioneering data architecture design leveraging CycleGAN is proposed to counteract False Data Injection Attacks (FDIA). By cyclically transforming data distributions, CycleGAN ensures the integrity and reliability of smart city information, fortifying against malicious manipulations. Second, an innovative Internet of Things (IoT) concept is introduced, aiming to enhance real-time monitoring and context-aware threat detection within Intrusion Detection Systems (IDS). Harnessing the wealth of data generated by IoT devices, this concept provides a comprehensive understanding of network activities, fostering adaptive responses to emerging threats. Lastly, the research delves into the development of a novel IDS hyperparameter adjusting system. This system integrates the strengths of Biogeography-Based Optimization (BBO) and Whale Optimization Algorithm (WOA) to fine-tune IDS configuration parameters. Drawing inspiration from biogeographical principles and collaborative whale behavior, the hybrid optimization system balances exploration and exploitation, adapting the IDS to diverse network environments. Together, these initiatives represent a holistic approach to fortifying smart cities through cutting-edge data architecture, IoT-driven threat detection, and optimized IDS configurations, contributing to the resilience and cybersecurity of modern urban landscapes."
10.1145/3640794.3665562,Improving Conversational User Interfaces for Citizen Complaint Management through enhanced Contextual Feedback,Karren K.,"As cities transform, disrupting citizens' lives, their participation in urban development is often undervalued despite its importance. Citizen complaint systems exist but are often limited in fostering meaningful dialogue with municipalities. Meanwhile, smart cities aim to improve living standards, efficiency, and sustainability by integrating digital twins with physical infrastructures, potentially enhancing transparency and enriching communication between cities and their inhabitants with real-time data. Complementing these developments, technologies realizing Conversational User Interfaces (CUIs) are becoming more capable in providing a conversational and feedback-oriented approach such as complaint management processes.","The improvement of CUIs for citizen complaint management through enhanced contextual feedback is explored in this work. The term contextual feedback has been developed and defined as all information (for example, background, conditions, explanations, timelines, and the existence of similar complaints) related to a complaint and or the underlying problem that could potentially be relevant for the user. The solution proposed in this paper gathers data from users about their issues via a CUI, which subsequently queries various data sources to obtain relevant contextual information. Following this, a Large Language Model processes the collected data to produce the corresponding feedback. In the study, a static CUI without contextual data as the baseline has been compared to a CUI that includes contextual data, analyzing their impact on pragmatic and hedonic quality, reuse intention, and potential influence on the citizens' trust in their municipality. The study has been conducted in cooperation with the German municipality of Wadgassen. The good performance of the baseline system shows the general potential of LLMs in the citizen complaint domain even without data sources. The results show that contextual feedback performed better overall, with significant improvements in the pragmatic and hedonic quality, attractiveness, reuse intention, feeling that the complaint is taken seriously, and the citizens' trust in their municipality."
10.5194/isprs-annals-X-4-W5-2024-33-2024,Towards a Deep Automatic Generation of Figure-ground Maps,Arzoumanidis L.,"Figure-ground maps play a key role in many disciplines where urban planning or analysis is involved. In this context, the automatic generation of such maps with respect to certain requirements and constraints is an important task.","This paper presents a first step towards a deep automatic generation of figure-ground maps where the built density of the generated scenes is controlled and taken into account. This is preformed building upon a Geographic Data Translation model which has been applied to generate less available geospatial features, e.g. building footprints, from more widely available geospatial data, e.g. street network data, using conditional Generative Adversarial Networks. A novel processing approach is introduced to incorporate the population density and the built density accordingly. Furthermore, the impact of both the level of detail of the street network, i.e. its sparsity or density, and the spatial resolution of the training data on the generated figure-ground maps has been investigated. The generated maps and the qualitative results reveal an obvious impact of these parameters on the layout of built and unbuilt areas. Our approach paves the way for the expansion of existing districts by figure-ground maps of future neighbourhoods considering factors such as density and further parameters which will be subject of future work."
10.1145/3657054.3657065,Development of the AI Implementation Framework in Taipei City,Lee D.,"Taipei City has been experimenting with the use of Artificial Intelligence (AI) tools to enhance its smart capabilities, aiming to increase citizen satisfaction. This initiative is part of the city’s Smart City Proof of Concept (PoC) projects, which have been progressively rolled out since 2015. Most of these projects incorporate AI tools or algorithms, such as the combination of the Internet of Things (IoT) with AI to form AIoT, or the application of Large Language Models (LLMs). The objective is to leverage the latest technological developments to achieve a smarter Taipei.","This study analyzes the execution of 302 PoC projects, categorizing them into 22 technological segments that together form an AI framework for smart city construction applications. This framework corresponds to 15 major issues of concern to Taipei’s residents, with the potential to address or mitigate 13 of them. According to the IMD Smart City Index Report 2023, Taipei’s smart city rating improved from a B in 2021 to an A in 2023, indicating progress. The results demonstrate that the AI framework derived from dissecting multiple PoC projects can effectively enhance the city’s smart construction ratings. This framework, aligned with major municipal concerns, proposes solutions driven by AI, guiding Taipei’s digital transformation into a smarter city and enabling its citizens to enjoy an improved quality of life."
10.3390/ijgi13060203,Generating Urban Road Networks with Conditional Diffusion Models,Gu X.,"The auto-generation of urban roads can greatly improve efficiency and productivity in urban planning and designing. However, it has also raised concerns amongst researchers over the past decade.","In this paper, we present an image-based urban road network generation framework using conditional diffusion models. We first trained a diffusion model capable of generating road images with similar characteristics to the ground truth using four context factors. Then, we used the trained model as the generator to synthesize road images conditioned in a geospatial context. Finally, we converted the generated road images into road networks with several post-processes. The experiments conducted in five cities of the United States showed that our model can generate reasonable road networks, maintaining the layouts and styles of real examples. Moreover, our model has the ability to show the obstructive effect of geographic barriers on urban roads. By comparing models with different context factors as input, we find that the model that considers all four factors generally performs the best. The most important factor in guiding the shape of road networks is intersections, implying that the development of urban roads is not only restricted by the natural environment but is more strongly influenced by human design."
10.4018/9798369335970,Enhancing security in public spaces through Generative Adversarial Networks (GANs),Ponnusamy S.,"As the demand for data security intensifies, the vulnerabilities become glaring, exposing sensitive information to potential threats. In this tumultuous landscape, Generative Adversarial Networks (GANs) emerge as a groundbreaking solution, transcending their initial role as image generators to become indispensable guardians of data security. Within the pages of Enhancing Security in Public Spaces Through Generative Adversarial Networks (GANs), readers are guided through the intricate world of GANs, unraveling their unique design and dynamic adversarial training. The book presents GANs not merely as a technical marvel but as a strategic asset for organizations, offering a comprehensive solution to fortify cybersecurity, protect data privacy, and mitigate the risks associated with evolving cyber threats. It navigates the ethical considerations surrounding GANs, emphasizing the delicate balance between technological advancement and responsible use. Tailored for a diverse audience, the book speaks directly to organizations, researchers, government agencies, cybersecurity professionals, data privacy advocates, AI specialists, educational institutions, regulatory bodies, cybersecurity solution providers, and the general public. It provides actionable insights on integrating GANs into various sectors, offering a roadmap for leveraging their capabilities in healthcare, finance, smart cities, and beyond. Dive into the future of data security, armed with the knowledge and practical applications presented in this transformative book, as it unfolds the potential of GANs to safeguard our digital infrastructure in an era of unprecedented challenges.","As the demand for data security intensifies, the vulnerabilities become glaring, exposing sensitive information to potential threats. In this tumultuous landscape, Generative Adversarial Networks (GANs) emerge as a groundbreaking solution, transcending their initial role as image generators to become indispensable guardians of data security. Within the pages of Enhancing Security in Public Spaces Through Generative Adversarial Networks (GANs), readers are guided through the intricate world of GANs, unraveling their unique design and dynamic adversarial training. The book presents GANs not merely as a technical marvel but as a strategic asset for organizations, offering a comprehensive solution to fortify cybersecurity, protect data privacy, and mitigate the risks associated with evolving cyber threats. It navigates the ethical considerations surrounding GANs, emphasizing the delicate balance between technological advancement and responsible use. Tailored for a diverse audience, the book speaks directly to organizations, researchers, government agencies, cybersecurity professionals, data privacy advocates, AI specialists, educational institutions, regulatory bodies, cybersecurity solution providers, and the general public. It provides actionable insights on integrating GANs into various sectors, offering a roadmap for leveraging their capabilities in healthcare, finance, smart cities, and beyond. Dive into the future of data security, armed with the knowledge and practical applications presented in this transformative book, as it unfolds the potential of GANs to safeguard our digital infrastructure in an era of unprecedented challenges."
10.3390/jimaging10050112,Day-to-Night Street View Image Generation for 24-Hour Urban Scene Auditing Using Generative AI,Liu Z.,"A smarter city should be a safer city. Nighttime safety in metropolitan areas has long been a global concern, particularly for large cities with diverse demographics and intricate urban forms, whose citizens are often threatened by higher street-level crime rates. However, due to the lack of night-time urban appearance data, prior studies based on street view imagery (SVI) rarely addressed the perceived night-time safety issue, which can generate important implications for crime prevention.","This study hypothesizes that night-time SVI can be effectively generated from widely existing daytime SVIs using generative AI (GenAI). To test the hypothesis, this study first collects pairwise day-and-night SVIs across four cities diverged in urban landscapes to construct a comprehensive day-and-night SVI dataset. It then trains and validates a day-to-night (D2N) model with fine-tuned brightness adjustment, effectively transforming daytime SVIs to nighttime ones for distinct urban forms tailored for urban scene perception studies. Our findings indicate that: (1) the performance of D2N transformation varies significantly by urban-scape variations related to urban density; (2) the proportion of building and sky views are important determinants of transformation accuracy; (3) within prevailed models, CycleGAN maintains the consistency of D2N scene conversion, but requires abundant data. Pix2Pix achieves considerable accuracy when pairwise day–and–night-night SVIs are available and are sensitive to data quality. StableDiffusion yields high-quality images with expensive training costs. Therefore, CycleGAN is most effective in balancing the accuracy, data requirement, and cost. This study contributes to urban scene studies by constructing a first-of-its-kind D2N dataset consisting of pairwise day-and-night SVIs across various urban forms. The D2N generator will provide a cornerstone for future urban studies that heavily utilize SVIs to audit urban environments."
10.1016/j.eswa.2023.122198,HDA-IDS: A Hybrid DoS Attacks Intrusion Detection System for IoT by using semi-supervised CL-GAN,Li S.,"In recent years, the application of the internet of things (IoT) in areas such as intelligent transportation, smart cities, and the industrial internet has become increasingly widespread. As a crucial supporting infrastructure, IoT devices are utilized in various fields to construct IoT networks. However, due to the inherent limitations of IoT devices, such as limited computing resources and low memory capacity, security concerns have become increasingly prominent. Among these concerns are Denial-of-Service (DoS) and botnet attacks, which are difficult to prevent due to their large-scale and covert nature.","To address these challenges, this paper proposes a Hybrid DoS Attack Intrusion Detection System (HDA-IDS) that combines signature-based detection with anomaly-based detection to effectively identify both known and unknown DoS/botnet attacks. Additionally, this paper introduces a novel anomaly-based detection model called CL-GAN. It integrates CNN-LSTM with GAN to establish a baseline for normal behavior and detect malicious traffic. In contrast to other semi-supervised models, the CL-GAN exhibits superior accuracy, as well as shorter training and testing times, in detecting DoS and botnet attacks. In addition, experimental results demonstrate that the HDA-IDS outperforms other IDSs in detecting DoS and botnet attacks. When tested on datasets such as NSL-KDD, CICIDS2018, and Bot-IoT, the HDA-IDS achieved an average of 5% overall improvement superior performance in terms of accuracy, precision, recall, and F1-Score compared to other works. These results highlight the effectiveness of the proposed system in addressing security issues in IoT networks, and presents a general framework that addresses the challenge of large-scale attacks constructed through the dissemination of false information."
