doi,title,authors,introduction,contribution
10.1109/PowerAfrica61624.2024.10759478,Advanced Intelligent Traffic Management System(AITMS): A Generative AI-Enhanced Model,Muriuki K.P.,"In rapidly urbanizing cities with increasing populations, the challenges of managing traffic are becoming more pressing, highlighting the need for advanced technologies. The Advanced Intelligent Traffic Management System (AITMS) is a comprehensive solution designed to address the persistent challenges of traffic congestion, poor traffic management, and air pollution in densely populated urban areas. Current traffic management systems often rely on static algorithms and predetermined signal timings, which are insufficient to handle dynamic and unpredictable traffic patterns. This results in prolonged travel times, increased fuel consumption, and elevated levels of air pollution, posing serious threats to public health and environmental sustainability. AITMS integrates physical and digital infrastructures, leveraging Generative AI for real-time data collection, analysis, and decision-making. By incorporating sensors, IoT devices, and advanced data analytics, the system can predict traffic flow, optimize signal timings, and recommend alternate routes. It also communicates with connected vehicles to provide real-time updates. The incorporation of Generative AI enables the AITMS to continually adapt and learn from new data inputs and trends, ensuring sustainability and scalability in urban transportation. AITMS is an innovative framework enhanced by Generative AI, aimed at revolutionizing urban traffic management in smart cities. Similar frameworks demonstrate promising outcomes, including improved traffic management, reduced congestion, and enhanced driver safety. AITMS aims to transform urban transportation, elevate residents' quality of life, and foster more sustainable and resilient cities amidst urbanization challenges.","In rapidly urbanizing cities with increasing populations, the challenges of managing traffic are becoming more pressing, highlighting the need for advanced technologies. The Advanced Intelligent Traffic Management System (AITMS) is a comprehensive solution designed to address the persistent challenges of traffic congestion, poor traffic management, and air pollution in densely populated urban areas. Current traffic management systems often rely on static algorithms and predetermined signal timings, which are insufficient to handle dynamic and unpredictable traffic patterns. This results in prolonged travel times, increased fuel consumption, and elevated levels of air pollution, posing serious threats to public health and environmental sustainability. AITMS integrates physical and digital infrastructures, leveraging Generative AI for real-time data collection, analysis, and decision-making. By incorporating sensors, IoT devices, and advanced data analytics, the system can predict traffic flow, optimize signal timings, and recommend alternate routes. It also communicates with connected vehicles to provide real-time updates. The incorporation of Generative AI enables the AITMS to continually adapt and learn from new data inputs and trends, ensuring sustainability and scalability in urban transportation. AITMS is an innovative framework enhanced by Generative AI, aimed at revolutionizing urban traffic management in smart cities. Similar frameworks demonstrate promising outcomes, including improved traffic management, reduced congestion, and enhanced driver safety. AITMS aims to transform urban transportation, elevate residents' quality of life, and foster more sustainable and resilient cities amidst urbanization challenges."
10.1109/ICIEA61579.2024.10664697,GANs the UAV Path Planner: UAV-Based RIS-Assisted Wireless Communication for Internet of Autonomous Vehicles,Eskandari M.,"Intelligent vehicles need wireless communication with other vehicles for sensor fusion and dynamic mapping for safe autonomous driving. However, the wireless communication channels in modern networks are fragile due to the blockages by buildings in dense urban environments. Particularly, moving vehicles may get off the beam direction, leading to a loss of signals.","Therefore, in this paper, we deploy an unmanned aerial vehicle (UAV) to provide stable aerial wireless communication channels for Internet-of-autonomous vehicles (IoA Vs), assisted by ground reconfigurable intelligent surfaces (RISs). Nevertheless, the path planning for the UAV is challenging as the UAV should maneuver among the skyscrapers. This requires energy-efficient obstacle-free path planning while considering UAV kinematics, i.e., speed, nonholonomic constraints, etc. Besides, the UAV should fly through the paths that provide maximum line-of-sight (LoS) channels for IoA Vs, which increases the time complexity of the path planner. To tackle the issue, we introduce deep learning-based generative adversarial networks (GANs) as the UAV path planner for real-time path planning and autonomous navigation. Simulation results are provided to verify the effectiveness of the proposed technique."
10.1080/13658816.2024.2391969,Translating street view imagery to correct perspectives to enhance bikeability and walkability studies,Ito K.,"Street view imagery (SVI), an emerging geospatial dataset, is useful for evaluating active transportation infrastructure, but it faces potential biases from its vehicle-based capture method, diverging from pedestrians’ and cyclists’ perspectives. Existing literature lacks both an examination of these biases and a solution.","This study identifies and quantifies these biases by comparing conventional SVI with views from the road shoulder/sidewalk. To mitigate such perspective biases, we introduce a novel framework with generative adversarial network (GAN)-based image generation models (Pix2Pix and CycleGAN), an image regression model (ResNet-50), and a tabular model (LightGBM). Experiments assessed model effectiveness in translating car-centric views to those from pedestrian and cyclist perspectives. Results show significant differences in semantic indicators (e.g. green view index) between road center and road shoulder/sidewalk SVI, with low Pearson’s correlation coefficients r (0.35–0.55 for road shoulders and 0.45–0.47 for sidewalks) indicating bias. The framework succeeded in creating realistic images and aligning pixel ratios between perspectives, achieving strong correlation coefficients (0.81 for road shoulders and 0.83 for sidewalks), thus reducing bias. This work contributes by providing a scalable and model-agnostic approach to produce accurate SVIs for urban planning and sustainability, setting a foundation for improving bikeability and walkability assessments and promoting active transportation."
10.1109/ICRA57147.2024.10610578,An LLM-driven Framework for Multiple-Vehicle Dispatching and Navigation in Smart City Landscapes,Chen R.,"In the context of smart cities, autonomous vehicles, such as unmanned delivery vehicles and taxis are gradually gaining acceptance. However, their application scenarios remain significantly fragmented. Typically, an Autonomous Multi-Functional Vehicle (AMFV) is not engaged in other scenarios when idle in a specific one. Currently, a unified system capable of coordinating and using these resources efficiently is lacking. Moreover, there is an absence of an advanced navigation algorithm for facilitating coordinated navigation among Heterogeneous Vehicles (HVs).","To address these issues, we propose the LLM-driven Multi-vehicle Dispatching and navigation (LiMeda) framework. It comprises an LLM-driven scheduling module that facilitates efficient allocation considering task scenarios and vehicle information, which addresses the issue of incompatible vehicle resources across various smart city scenarios. And the other is a navigation module, founded on the Heterogeneous Agent Reinforcement Learning (HARL) framework we previously proposed, which can effectively perform cooperative navigation tasks among heterogeneous agents, assisting the cooperative task completion by HVs in a smart city. Experimental results show our method outperforms both traditional scheduling algorithms and Reinforcement Learning navigation algorithms in metric terms. Additionally, it shows remarkable scalability and generalization under varying city scales, vehicle numbers, and task numbers."
10.1109/DCOSS-IoT61029.2024.00020,Traffic Data Augmentation Using GANs for ITS,Dabboussi A.H.,"Intelligent Transportation Systems (ITS) play a pivotal role in shaping the foundation of smart cities, providing data-driven solutions for traffic management, prediction, and safety. However, these applications often face a significant challenge - data scarcity. Insufficient data limits the effectiveness of machine learning models in the context of ITS.","To address this issue, this paper presents a novel data augmentation solution using Generative Adversarial Networks (GANs). By collecting sensor-based traffic speed data with contextual labels and training a GAN-based model to generate realistic traffic data for specific days and times, this research successfully proposes a solution to the problem of data scarcity. The generated data undergoes comprehensive qualitative and quantitative evaluations, demonstrating its potential to enhance ITS applications. Furthermore, the generated data is utilized to augment the training data for multiple traffic prediction models, effectively enhancing their performance. This approach opens new avenues for the development of intelligent and sustainable transportation systems, ultimately contributing to the advancement of smarter and more resilient cities."
10.1109/MDM61037.2024.00060,Deciphering Human Mobility: Inferring Semantics of Trajectories with Large Language Models,Luo Y.,"Understanding human mobility patterns is essential for various applications, from urban planning to public safety. The individual trajectory such as mobile phone location data, while rich in spatio-temporal information, often lacks semantic detail, limiting its utility for in-depth mobility analysis. Existing methods can infer basic routine activity sequences from this data, lacking depth in understanding complex human behaviors and users' characteristics. Additionally, they struggle with the dependency on hard-to-obtain auxiliary datasets like travel surveys.","To address these limitations, this paper defines trajectory semantic inference through three key dimensions: user occupation category, activity sequence, and trajectory description, and proposes the Trajectory Semantic Inference with Large Language Models (TSI-LLM) framework to leverage LLMs infer trajectory semantics comprehensively and deeply. We adopt spatio-temporal attributes enhanced data formatting (STFormat) and design a context-inclusive prompt, enabling LLMs to more effectively interpret and infer the semantics of trajectory data. Experimental validation on real-world trajectory datasets demonstrates the efficacy of TSI-LLM in deciphering complex human mobility patterns. This study explores the potential of LLMs in enhancing the semantic analysis of trajectory data, paving the way for more sophisticated and accessible human mobility research."
10.1109/CSCWD61410.2024.10580863,Low Light Enhancement in Street Scenes Based on Diffusion Model,Xia R.,"Street view images constitute an important part of urban computing, providing data support for tasks such as autonomous driving and landscape planning, and promoting the interaction and collaboration between machines and the urban environment. However, in current practice, the usability of street view images is hindered by low-light conditions, and existing low-light enhancement methods often overlook the high-frequency characteristics specific to street views.","Therefore, this paper proposes a conditional diffusion model called SVBoost that incorporates high-frequency information and color balance to achieve targeted enhancement of street view images. The proposed model demonstrates favorable performance in terms of image quality, and the enhancement effect observed in semantic segmentation tasks suggests the potential of this method for downstream applications."
10.1109/IPSN61024.2024.00033,Demo Abstract: Embodied Aerial Agent for City-level Visual Language Navigation Using Large Language Model,Zhang W.,"As unmanned aerial vehicles (UAVs) become more prevalent in smart cities, their capacity for visual language navigation (VLN) is garnering increasing interest. VLN in cities has significant applications in delivery, rescue, and security patrol, among other fields. One of the most representative tasks is to navigate to specific locations following the language instructions. While some current methods have achieved notable results in indoor settings, challenges persist outdoors, including agents' inaccurate spatial understanding and ambiguous language instructions.","In this work, we explore an embodied navigation agent design, in which a fine-grained spatial verbalizer and a history path memory are proposed to guarantee accurate VLN in open 3D urban environments."
10.1109/ACCESS.2024.3405959,"Leveraging Generative and Explainable AI for Electric Vehicle Energy Toward Sustainable, Consumer-Centric Transportation",Kumar Mohanty P.,"In Industry 5.0, predicting electric vehicle energy usage enhances efficiency and sustainability, optimizes charging infrastructure, and meets consumer demands. Leveraging IoT, AI, and analytics enables smart charging that aligns with renewable energy goals, addresses infrastructure limitations, and promotes sustainable transportation by improving user experience, cutting costs, and boosting trust in electric vehicles.","This research aims to create a synthetic data set for electric vehicles using an enhanced Generative adversarial network model and, from that, predict the energy for charging electric vehicles using ensemble Machine Learning algorithms. The importance of more detailed features for the best-performing machine learning model has been done utilizing Explainable Artificial Intelligence, specifically, the Shapley Additive Explanations approach, to provide more understanding and derive the inter-dependency among features. The enhanced TemporalCharge Generative adversarial network model provides Skewness and Kurtosis values as -0.51 and -0.182, respectively, for synthetically generated data for the city of Berhampur, Odisha, India, which is very close to four-wheeler electric vehicle charging data of the city. Several plots illustrate the influence of key features on electric vehicle energy consumption during charging, which enhances user optimization, owner empowerment, and ecosystem sustainability."
10.1109/TMC.2024.3364655,5GT-GAN-NET: Internet Traffic Data Forecasting With Supervised Loss Based Synthetic Data Over 5G,Pandey C.,"In an era of 5G smart cities, precise traffic prediction remains elusive due to limited real-world data.","Our paper introduces a novel approach using Generative Adversarial Networks (GANs) to create synthetic traffic data that closely mimics real-world statistics. This artificial dataset enhances our new 5GT-GAN-NET-based prediction model. The result is a significant boost in prediction accuracy, with Mean Square Error (MSE) reduced to 0.000346 and Mean Absolute Error (MAE) to 0.00685. Compared to benchmarks, our model improves MSE and MAE by up to 95.45% with respect to the ARIMA model and 87.31% with respect to the NARNN model respectively. User privacy remains a cornerstone of our approach, crucial for smart city applications. Our predictive capabilities enable more efficient resource allocation by service providers, increasing communication infrastructure reliability. Although tailored for smart cities, the approach is adaptable to other fields facing data scarcity and privacy concerns. Our research highlights the potential of GANs in generating large, accurate datasets for traffic prediction in 5G environments while prioritizing user privacy."
10.1117/12.3024107,Autonomous Driving Road Network Generation and Evaluation based on Generative Artificial Intelligence,Ye S.,"The increasing number of vehicles has led to issues such as traffic congestion, air pollution, and energy consumption. Intelligent connected autonomous driving (AD) offers a solution to these transportation challenges, but it requires cooperation among dedicated AD road networks, connected cloud-based control and dispatch systems, and intelligent vehicle sensing. To harness the potential of AD, it is crucial to consider the requirements of autonomous vehicles (AVs) when planning road networks. Well-designed road networks can enhance travel experiences, reduce energy consumption, and promote urban sustainability.","In order to meet the needs of AD while ensuring the operational efficiency of urban transportation networks, this paper introduces a road network evaluation framework that encompasses both static and dynamic assessment criteria, following a detailed exploration and analysis of various road network generation methods. This evaluation framework addresses the deficiency in existing road network generation methods, which lack dynamic assessment of traffic networks. To validate the proposed approach, we have chosen a road network generation method based on conditional generative adversarial network (CGAN) as an application example. Through carefully designed experiments, we confirm the feasibility and effectiveness of the proposed method for generating and evaluating road networks tailored for AD scenarios."
10.1007/978-981-99-8126-7_32,Generating Spatiotemporal Trajectories with GANs and Conditional GANs,Zhao K.,"Modeling the movements of individual and populations, and generating synthetic spatiotemporal trajectory data play an important role in lots of (privacy-aware) analysis and applications, such as urban planning and route navigation. A key challenge in trajectory generation is to best capture the basic characteristics of the long sequences of location points. This is non-trivial considering the inherent sequentiality and high-dimensionality of trajectory data.","This paper presents TS-TrajGAN, a two-stage model to generate spatiotemporal trajectory data by combining a Generative Adversarial Network (GAN) and a conditional GAN. We train the GAN of stage I to simulate the distribution of the initial trajectory segments such that the basic characteristics of the length-limited initial trajectory segments can be well depicted. In stage II, the conditional GAN is used to predict the next location point for the current generated trajectory and preserve the variability in individuals’ mobility. In addition, a predictor network is added to the GAN of stage I for trajectory length prediction. Experiments on a real-world taxi dataset demonstrate that TS-TrajGAN is not only able to generate trajectories that have similar characteristics with the real ones, but also outperforms the state-of-the-art methods in terms of data utility. Our code is available at https://github.com/kfZhao726/TS-TrajGAN."
10.1080/15472450.2023.2186229,A novel pedestrian road crossing simulator for dynamic traffic light scheduling systems,Tan D.,"The major advances in intelligent transportation systems are pushing societal services toward autonomy where road management is to be more agile in order to cope with changes and continue to yield optimal performance. However, the pedestrian experience is not sufficiently considered. Particularly, signalized intersections are expected to be popular if not dominant in urban settings where pedestrian density is high.","This paper presents the design of a novel environment for simulating human motion on signalized crosswalks at a fine-grained level. Such a simulation not only captures typical behavior, but also handles cases where large pedestrian groups cross from both directions. The proposed simulator is instrumental for optimized road configuration management where the pedestrians’ quality of experience, for example, waiting time, is factored in. The validation results using field data show that an accuracy of 98.37% can be obtained for the estimated crossing time. Other results using synthetic data show that our simulator enables optimized traffic light scheduling that diminishes pedestrians’ waiting time without sacrificing vehicular throughput."
10.1109/PST62714.2024.10788061,Synthetic Trajectory Generation Through Convolutional Neural Networks,Merhi J.,"Location trajectories provide valuable insights for applications from urban planning to pandemic control. However, mobility data can also reveal sensitive information about individuals, such as political opinions, religious beliefs, or sexual orientations. Existing privacy-preserving approaches for publishing this data face a significant utility-privacy trade-off. Releasing synthetic trajectory data generated through deep learning offers a promising solution. Due to the trajectories' sequential nature, most existing models are based on recurrent neural networks (RNNs). However, research in generative adversarial networks (GANs) largely employs convolutional neural networks (CNNs) for image generation. This discrepancy raises the question of whether advances in computer vision can be applied to trajectory generation.","In this work, we introduce a Reversible Trajectory-to-CNN Transformation (RTCT) that adapts trajectories into a format suitable for CNN-based models. We integrated this transformation with the well-known DCGAN in a proof-of-concept (PoC) and evaluated its performance against an RNN-based trajectory GAN using four metrics across two datasets. The PoC was superior in capturing spatial distributions compared to the RNN model but had difficulty replicating sequential and temporal properties. Although the PoC's utility is not sufficient for practical applications, the results demonstrate the transformation's potential to facilitate the use of CNNs for trajectory generation, opening up avenues for future research. To support continued research, all source code has been made available under an open-source license."
10.1038/s41598-023-49343-3,Prediction of transportation index for urban patterns in small and medium-sized Indian cities using hybrid RidgeGAN model,Thottolil R.,"The rapid urbanization trend in most developing countries including India is creating a plethora of civic concerns such as loss of green space, degradation of environmental health, scarcity of clean water, rise in air pollution, and exacerbated traffic congestion resulting in significant delays in vehicular transportation. To address the intricate nature of transportation issues, many researchers and planners have analyzed the complexities of urban and regional road systems using transportation models by employing transportation indices such as road length, network density, accessibility, and connectivity metrics.","This study addresses the complexities of predicting road network density for small and medium-sized Indian cities that come under the Integrated Development of Small and Medium Towns (IDSMT) project at a national level. A hybrid framework based on Kernel Ridge Regression (KRR) and the CityGAN model is introduced to predict network density using spatial indicators of human settlements. The major goal of this study is to generate hyper-realistic urban patterns of small and medium-sized Indian cities using an unsupervised CityGAN model and to study the causal relationship between human settlement indices (HSIs) and transportation index (network density) using supervised KRR for the real cities. The synthetic urban universes mimic Indian urban patterns and evaluating their landscape structures through the settlement indices can aid in comprehending urban landscape, thereby enhancing sustainable urban planning. We analyzed 503 real cities to find the actual relationship between the urban settlements and their road density. The nonlinear KRR model may help urban planners in deriving the network density for GAN-generated futuristic urban patterns through the settlement indicators. The proposed hybrid process, termed as RidgeGAN model, can gauge the sustainability of urban sprawl tied to infrastructure and transportation systems in sprawling cities. Analysis results clearly demonstrate the utility of RidgeGAN in predicting network density for different kinds of human settlements, particularly for small and medium Indian cities. By predicting future urban patterns, this study can help in the creation of more livable and sustainable areas, particularly by improving transportation infrastructure in developing cities."
10.1145/3583780.3614842,DiffUFlow: Robust Fine-grained Urban Flow Inference with Denoising Diffusion Model,Zheng Y.,"Inferring the fine-grained urban flows based on the coarse-grained flow observations is practically important to many smart city-related applications. However, the collected urban flows are usually rather unreliable, may contain noise and sometimes are incomplete, thus posing great challenges to existing approaches.","In this paper, we present a pioneering study on robust fine-grained urban flow inference with noisy and incomplete urban flow observations, and propose a denoising diffusion model named DiffUFlow to effectively address it with an improved reverse diffusion strategy. Specifically, a spatial-temporal feature extraction network called STFormer and a semantic features extraction network called ELFetcher are proposed. Then, we overlay the extracted spatial-temporal feature map onto the coarse-grained flow map, serving as a conditional guidance for the reverse diffusion process. We further integrate the semantic features extracted by ELFetcher to cross-attention layers, enabling the comprehensive consideration of semantic information for fine-grained flow inference. Extensive experiments on two large real-world datasets validate the effectiveness of our method compared with the state-of-the-art baselines."
10.1145/3577190.3614119,ViFi-Loc: Multi-modal Pedestrian Localization using GAN with Camera-Phone Correspondences,Liu H.,"In Smart City and Vehicle-to-Everything (V2X) systems, acquiring pedestrians' accurate locations is crucial to traffic and pedestrian safety. Current systems adopt cameras and wireless sensors to estimate people's locations via sensor fusion. Standard fusion algorithms, however, become inapplicable when multi-modal data is not associated. For example, pedestrians are out of the camera field of view, or data from the camera modality is missing.","To address this challenge and produce more accurate location estimations for pedestrians, we propose a localization solution based on a Generative Adversarial Network (GAN) architecture. During training, it learns the underlying linkage between pedestrians' camera-phone data correspondences. During inference, it generates refined position estimations based only on pedestrians' phone data that consists of GPS, IMU, and FTM. Results show that our GAN produces 3D coordinates at 1 to 2 meters localization error across 5 different outdoor scenes. We further show that the proposed model supports self-learning. The generated coordinates can be associated with pedestrians' bounding box coordinates to obtain additional camera-phone data correspondences. This allows automatic data collection during inference. Results show that after fine-tuning the GAN model on the expanded dataset, localization accuracy is further improved by up to 26%."
10.1109/TKDE.2023.3243177,Top-k Community Similarity Search Over Large-Scale Road Networks,Rai N.,"With the urbanization and development of infrastructure, the community search over road networks has become increasingly important in many real applications such as urban/city planning, social study on local communities, and community recommendations by real estate agencies.","In this article, we propose a novel problem, namely top-k community similarity search (Top-kCS2) over road networks, which efficiently and effectively obtains k spatial communities that are the most similar to a given query community in road-network graphs. In order to efficiently and effectively tackle the Top-kCS2 problem, in this paper, we will design an effective similarity measure between spatial communities, and propose a framework for retrieving Top-kCS2 query answers, which integrates offline pre-processing and online computation phases. Moreover, we also consider a variant, namely continuous top-k community similarity search (CTop-kCS2), where the query community continuously moves along a query line segment. We develop an efficient algorithm to split query line segment into intervals, incrementally obtain similar candidate communities for each interval, and refine actual CTop-kCS2 query answers. Extensive experiments have been conducted on real and synthetic data sets to confirm the efficiency and effectiveness of our proposed Top-kCS2 and CTop-kCS2 approaches under various parameter settings."
10.1145/3580305.3599888,Practical Synthetic Human Trajectories Generation Based on Variational Point Processes,Long Q.,"Human trajectories, reflecting people's travel patterns and the range of activities, are crucial for the applications like urban planning and epidemic control. However, the real-world human trajectory data tends to be limited by user privacy or device acquisition issues, leading to its insufficient quality to support the above applications. Hence, generating human trajectory data is a crucial but challenging task, which suffers from the following two critical challenges: 1) how to capture the user distribution in human trajectories (group view), and 2) how to model the complex mobility patterns of each user trajectory (individual view).","In this paper, we propose a novel human trajectories generator (named VOLUNTEER), consisting of a user VAE and a trajectory VAE, to address the above challenges. Specifically, in the user VAE, we propose to learn the user distribution with all human trajectories from a group view. In the trajectory VAE, from the individual view, we model the complex mobility patterns by decoupling travel time and dwell time to accurately simulate individual trajectories. Extensive experiments on two real-world datasets show the superiority of our model over the state-of-the-art baselines. Further application analysis in the industrial system also demonstrates the effectiveness of our model."
10.3390/ijgi12080338,Profiling Public Transit Passenger Mobility Using Adversarial Learning,Li Y.,"It is important to capture passengers’ public transit behavior and their mobility to create profiles, which are critical for analyzing human activities, understanding the social and economic structure of cities, improving public transportation, assisting urban planning, and promoting smart cities.","In this paper, we develop a generative adversarial machine learning network to characterize the temporal and spatial mobility behavior of public transit passengers, based on massive smart card data and road network data. The Apriori algorithm is extended with spatio-temporal constraints to extract frequent transit mobility patterns of individual passengers based on a reconstructed personal trip dataset. This individual-level pattern information is used to construct personalized feature vectors. For regular and frequent public transit passengers, we identify similar transit mobility groups using spatio-temporal constraints to construct a group feature vector. We develop a generative adversarial network to embed public transit mobility of passengers. The proposed model’s generator consists of an auto-encoder, which extracts a low-dimensional and compact representation of passenger behavior, and a pre-trained sub-generator containing generalization features of public transit passengers. Shenzhen City is taken as the study area in this paper, and experiments were carried out based on smart card data, road network data, and bus GPS data. Clustering analysis of embedding vector representation and estimation of the top K transit destinations were conducted, verifying that the proposed method can profile passenger transit mobility in a comprehensive and compact manner."
10.3390/aerospace10080683,Hybrid Turbo-Shaft Engine Digital Twinning for Autonomous Aircraft via AI and Synthetic Data Generation,Aghazadeh Ardebili A.,"Autonomous aircraft are the key enablers of future urban services, such as postal and transportation systems. Digital twins (DTs) are promising cutting-edge technologies that can transform the future transport ecosystem into an autonomous and resilient system. However, since DT is a data-driven solution based on AI, proper data management is essential in implementing DT as a service (DTaaS). One of the challenges in DT development is the availability of real-life data, particularly for training algorithms and verifying the functionality of DT. The current article focuses on data augmentation through synthetic data generation.","This approach can facilitate the development of DT in case the developers do not have enough data to train the machine learning (ML) algorithm. The current twinning approach provides a prospective ideal state of the engine used for proactive monitoring of the engine’s health as an anomaly detection service. In line with the track of unmanned aircraft vehicles (UAVs) for urban air mobility in smart city applications, this paper focuses specifically on the common hybrid turbo-shaft in drones/helicopters. However, there is a significant gap in real-life similar synthetic data generation in the UAV domain literature. Therefore, rolling linear regression and Kalman filter algorithms were implemented on noise-added data, which simulate the data measured from the engine in a real-life operational life cycle. For both thermal and hybrid models, the corresponding DT model has shown high efficiency in noise filtration and a certain amount of predictions with a lower error rate on all engine parameters except the engine torque."
10.3390/rs15133367,MS-AGAN: Road Extraction via Multi-Scale Information Fusion and Asymmetric Generative Adversarial Networks from High-Resolution Remote Sensing Images under Complex Backgrounds,Lin S.,"Extracting roads from remote sensing images is of significant importance for automatic road network updating, urban planning, and construction. However, various factors in complex scenes (e.g., high vegetation coverage occlusions) may lead to fragmentation in the extracted road networks and also affect the robustness of road extraction methods.","This study proposes a multi-scale road extraction method with asymmetric generative adversarial learning (MS-AGAN). First, we design an asymmetric GAN with a multi-scale feature encoder to better utilize the context information in high-resolution remote sensing images (HRSIs). Atrous spatial pyramid pooling (ASPP) and feature fusion are integrated into the asymmetric encoder–decoder structure to avoid feature redundancy caused by multi-level cascading operations and enhance the generator network’s ability to extract fine-grained road information at the pixel level. Second, to maintain road connectivity, topologic features are considered in the pixel segmentation process. A linear structural similarity loss ((Formula presented.)) is introduced into the loss function of MS-AGAN, which guides MS-AGAN to generate more accurate segmentation results. Finally, to fairly evaluate the performance of deep models under complex backgrounds, the Bayesian error rate (BER) is introduced into the field of road extraction for the first time. Experiments are conducted via Gaofen-2 (GF-2) high-resolution remote sensing images with high vegetation coverage in the Daxing District of Beijing, China, and the public DeepGlobe dataset. The performance of MS-AGAN is compared with a list of advanced models, including RCFSNet, CoANet, UNet, DeepLabV3+, and DiResNet. The final results show that (1) with respect to road extraction performance, the Recall, F1, and IoU values of MS-AGAN on the Daxing dataset are 2.17%, 0.04%, and 2.63% higher than the baselines. On DeepGlobe, the Recall, F1, and IoU of MS-AGAN improve by 1.12%, 0.42%, and 0.25%, respectively. (2) On road connectivity, the Conn index of MS-AGAN from the Daxing dataset is 46.39%, with an improvement of 0.62% over the baselines, and the Conn index of MS-AGAN on DeepGlobe is 70.08%, holding an improvement of 1.73% over CoANet. The quantitative and qualitative analyses both demonstrate the superiority of MS-AGAN in preserving road connectivity. (3) In particular, the BER of MS-AGAN is 20.86% over the Daxing dataset with a 0.22% decrease compared to the best baselines and 11.77% on DeepGlobe with a 0.85% decrease compared to the best baselines. The proposed MS-AGAN provides an efficient, cost-effective, and reliable method for the dynamic updating of road networks via HRSIs."
10.1109/HPCC-DSS-SmartCity-DependSys60770.2023.00135,Two-Stage Trajectory Generation Model for Realistic Human Mobility Simulation,Gong H.,Human mobility data is crucial for understanding mobility patterns and provides valuable insights for fields like urban planning and tourism recommendation.,"To address limitations in trajectory generation methods that treat all points equally, this study proposes a two-stage trajectory simulation model that generates separate sequences for stopping points and moving points. By differentiating between these two types of points, the model can effectively capture mobility intentions and moving paths. The stopping point sequence generator utilizes a GAN-based approach to capture mobility intentions and patterns, while the moving point generator constructs a weighted directed road network graph to determine efficient paths between stopping points. Extensive experiments using a real-life mobility dataset demonstrate the effectiveness of the proposed model in generating realistic trajectories. Moreover, when used for next location prediction task, the synthetic trajectory data generated by our model produces results that closely resemble real-world situations."
10.1109/ITSC57777.2023.10422161,Parallel Learning Based Foundation Model for Networked Traffic Signal Control,Zhao C.,"Networked Traffic Signal Control (NTSC) is a fundamental component of Intelligent Transportation Systems (ITS) and the broader vision of smart city development. While a plethora of intelligent strategies have been developed, the Sim2Real challenge often impedes their full realization.","In response, this paper introduces the Parallel Learning-based Adaptive Network for Traffic Signal Control (PLANT) as a foundation model for NTSC. We employ the Wasserstein GAN with Gradient Penalty (WGAN-GP) to generate a wide range of artificial scenarios for robust PLANT training. Further, the Transformer-based Cooperation Mechanism (TCM) is integrated as the primary learner within PLANT, facilitating effective capture of traffic dynamics and knowledge accumulation. This knowledge is readily transferable to real-world applications through meticulous fine-tuning, equipping PLANT to adapt and evolve in alignment with shifting transportation paradigms. Our empirical study on the Hangzhou road network demonstrates PLANT's superiority over both traditional and emerging DRL-based approaches, emphasizing its viability as a potential foundation model for NTSC."
