doi,title,authors,introduction,contribution
10.7780/kjrs.2024.40.6.3.11,SAMBA: Synthetic Data-Augmented Mamba-Based Change Detection Algorithm Using KOMPSAT-3A Imagery,Tobias R.R.,"Change detection is essential for applications such as urban planning, environmental monitoring, and disaster response. Despite advancements in high-resolution satellite imagery, accurate change detection remains challenging due to increased landscape heterogeneity and variable atmospheric conditions. The Mamba model, an efficient state-space model-based architecture, has shown promise in capturing spatiotemporal relationships in high-resolution datasets, addressing the limitations of traditional methods that struggle with the diverse appearances of urban structures.","This research investigates applying Mamba to multitemporal Korea Multi-Purpose Satellite (KOMPSAT) imagery, using both real and synthetic data from SyntheWorld, a dataset developed to simulate various change scenarios. This study introduces a synthetic data-augmented mamba-based change detection algorithm (SAMBA), designed to detect structural changes in urban environments using KOMPSAT-3A satellite imagery. The main objectives are to evaluate the Mamba binary change detection (MambaBCD) model’s ability to detect building changes in KOMPSAT-3A images and assess the impact of synthetic data augmentation on performance. Experimental results with MambaBCD-Small and MambaBCD-Tiny models indicate that synthetic data incorporation improves generalization in complex settings, achieving high performance across multiple data and model configurations. Notably, the MambaBCD-Tiny model, with or without synthetic augmentation, outperformed the larger-parameter MambaBCD-Small model, demonstrating enhanced sensitivity in detecting satellite image changes. Performance evaluation metrics yielded an overall accuracy of 99.73%, precision of 98.34%, recall of 96.54%, F1-score of 97.43%, intersection over union of 95.00%, and Kappa coefficient of 97.29%. These metrics were similarly used to test the SAMBA algorithm’s generalization on benchmark change detection datasets, showcasing its potential as a robust tool for high-resolution image change detection."
10.3390/ijgi13120422,Investigating the Performance of Open-Vocabulary Classification Algorithms for Pathway and Surface Material Detection in Urban Environments,de Moraes Vestena K.,"Mapping pavement types, especially in sidewalks, is essential for urban planning and mobility studies. Identifying pavement materials is a key factor in assessing mobility, such as walkability and wheelchair usability. However, satellite imagery in this scenario is limited, and in situ mapping can be costly. A promising solution is to extract such geospatial features from street-level imagery.","This study explores using open-vocabulary classification algorithms to segment and identify pavement types and surface materials in this scenario. Our approach uses large language models (LLMs) to improve the accuracy of classifying different pavement types. The methodology involves two experiments: the first uses free prompting with random street-view images, employing Grounding Dino and SAM algorithms to assess performance across categories. The second experiment evaluates standardized pavement classification using the Deep Pavements dataset and a fine-tuned CLIP algorithm optimized for detecting OSM-compliant pavement categories. The study presents open resources, such as the Deep Pavements dataset and a fine-tuned CLIP-based model, demonstrating a significant improvement in the true positive rate (TPR) from 56.04% to 93.5%. Our findings highlight both the potential and limitations of current open-vocabulary algorithms and emphasize the importance of diverse training datasets. This study advances urban feature mapping by offering a more intuitive and accurate approach to geospatial data extraction, enhancing urban accessibility and mobility mapping."
10.3390/electronics13244874,"Artificial Intelligence-Enabled Metaverse for Sustainable Smart Cities: Technologies, Applications, Challenges, and Future Directions",Lifelo Z.,"Rapid urbanisation has intensified the need for sustainable solutions to address challenges in urban infrastructure, climate change, and resource constraints.","This study reveals that Artificial Intelligence (AI)-enabled metaverse offers transformative potential for developing sustainable smart cities. AI techniques, such as machine learning, deep learning, generative AI (GAI), and large language models (LLMs), enhance the metaverse’s capabilities in data analysis, urban decision making, and personalised user experiences. The study further examines how these advanced AI models facilitate key metaverse technologies such as big data analytics, natural language processing (NLP), computer vision, digital twins, Internet of Things (IoT), Edge AI, and 5G/6G networks. Applications across various smart city domains—environment, mobility, energy, health, governance, and economy, and real-world use cases of virtual cities like Singapore, Seoul, and Lisbon are presented, demonstrating AI’s effectiveness in the metaverse for smart cities. However, AI-enabled metaverse in smart cities presents challenges related to data acquisition and management, privacy, security, interoperability, scalability, and ethical considerations. These challenges’ societal and technological implications are discussed, highlighting the need for robust data governance frameworks and AI ethics guidelines. Future directions emphasise advancing AI model architectures and algorithms, enhancing privacy and security measures, promoting ethical AI practices, addressing performance measures, and fostering stakeholder collaboration. By addressing these challenges, the full potential of AI-enabled metaverse can be harnessed to enhance sustainability, adaptability, and livability in smart cities."
10.3390/rs16234524,SolarGAN for Meso-Level Solar Radiation Prediction at the Urban Scale: A Case Study in Boston,Lu Y.,Evaluating solar radiation distribution at the urban scale is crucial for optimizing the placement and size of solar installations and managing urban heat.,"This study introduces a method for predicting urban solar radiation using 2D mapping data, applying a Generative Adversarial Network (GAN) model to the city of Boston. Traditional solar radiation simulation methods, such as 3D modeling and satellite imagery, require complex and resource-intensive data inputs. In contrast, this research allows open-source 2D urban geographic information—such as building footprints, heights, and terrain—to predict solar radiation at various spatial scales (150 m, 300 m, and 500 m). The GAN model, using detailed 3D urban modeling and simulation results, trained paired datasets of geographic information and solar radiation heatmaps. It achieved high accuracy and resolution, with the 300 m scale model demonstrating the best performance (R2 = 0.864). The model’s capability to generate high-resolution (2 m) solar radiation maps from simplified inputs demonstrates the potential of GANs for urban climate data prediction, offering a rapid and efficient alternative to traditional methods. This approach holds significant potential for urban planning, particularly in optimizing photovoltaic (PV) system layouts and managing the UHI effect."
10.1186/s12544-024-00685-7,Exploring hybrid models for identifying locations for active mobility pathways using real-time spatial Delphi and GANs,Calleo Y.,"The spatial planning process is considered an extremely complex system, as it comprises different variables that interrelate and interact with each other. Effectively addressing this spatial complexity necessitates a multidisciplinary approach, as unified methodologies may prove insufficient. Specifically, in urban planning, it is increasingly crucial to prioritize bike lanes, bike stations, and pedestrian zones, for functional transportation infrastructures.","This approach can enhance cities by improving air quality, reducing emissions, and boosting public health and safety through physical activity and accident prevention. However, implementing these changes requires careful planning, community engagement, and stakeholder collaboration. This paper proposes a hybrid model for identifying optimal locations for bike lanes, bike stations, and pedestrian zones adopting Real-Time Spatial Delphi and Generative Adversarial Networks (GANs). The Real-Time Spatial Delphi is a modified version of the traditional Delphi method that incorporates real-time feedback and visualization of group response in real-time, aiming to achieve a convergence of opinions among experts on the territory. Nevertheless, these judgments are a spatial representation not visible in reality, and with the spread of artificial intelligence models, different implementations can support the planning process, such as the use of GANs. In this case, GANs can be exploited by adopting pre-existing location images resulting from experts’ judgments to illustrate the proposed intervention’s visual impact. To demonstrate the effectiveness of our hybrid model, we apply it to the city of Dublin. The results showcased how the method helps stakeholders, policymakers, and citizens in visualizing the proposed changes and gauging their potential impact with greater precision."
10.1007/s41976-024-00156-6,Integrative Remote Sensing Approaches Using Generative Adversarial Networks for Urban Heat Island Analysis and Mitigation,Sundar G.,"The phenomenon of urban heat islands (UHI) presents a critical challenge for urban sustainability, exacerbating local temperatures, increasing energy demands, and impairing public health. Traditional methods for addressing UHI are often resource-intensive and slow.","This study introduces a novel approach, utilizing a Hybrid CycleGAN-SVM (HCGS) model that leverages the synergy of Generative Adversarial Networks (GANs) and Support Vector Machines (SVMs) to efficiently analyze and mitigate UHI effects through high-resolution satellite imagery and temperature data. The model incorporates Enhanced Vision Transformers (EViTs) for superior feature extraction, adept at capturing intricate spatial and spectral urban patterns. The CycleGAN component of the model generates high-quality synthetic imagery, enhancing the dataset and addressing class imbalances, thereby bolstering the SVM classifier’s ability to precisely pinpoint heat-prone urban areas. Implemented in Google Colab, the HCGS model demonstrated exceptional performance, achieving a classification accuracy of 0.98. This indicates its potential as an effective tool for urban heat mitigation, offering actionable insights for urban planning and policy-making. By integrating advanced machine learning techniques with remote sensing data, the HCGS model paves the way for innovative climate adaptation strategies, fostering more sustainable and resilient urban environments."
10.1016/j.mex.2024.102880,A method to promote safe cycling powered by large language models and AI agents,Costa D.G.,"This paper presents a novel information generation methodology to support safer cycling patterns in urban environments, leveraging for that Large Language Models (LLMs), AI-based agents, and open geospatial data. By processing multiple files containing previously computed urban risk levels and existing mobility infrastructure, which are generated by exploiting open data sources, our method exploits multi-layer data preprocessing procedures and prompt engineering to create easy-to-use, user-friendly assistive systems that are able to provide useful information concerning cycling safety. Through a well-defined processing pipeline based on Data Ingestion and Preparation, Agents Orchestration, and Decision Execution methodological steps, our method shows how to integrate open-source tools and datasets, ensuring reproducibility and accessibility for urban planners and cyclists. Moreover, an AI agent is also provided, which fully implements our method and acts as a proof-of-concept implementation. This paper demonstrates the effectiveness of our method in enhancing cycling safety and urban mobility planning. • A novel method that combines LLMs and AI agents is defined to enhance the processing of multi-domain open geospatial data, potentially promoting cycling safety. • It integrates urban risk data and cycling infrastructure for a more comprehensive understanding of cycling resources, which become accessible by textual or audio prompts.","This paper presents a novel information generation methodology to support safer cycling patterns in urban environments, leveraging for that Large Language Models (LLMs), AI-based agents, and open geospatial data. By processing multiple files containing previously computed urban risk levels and existing mobility infrastructure, which are generated by exploiting open data sources, our method exploits multi-layer data preprocessing procedures and prompt engineering to create easy-to-use, user-friendly assistive systems that are able to provide useful information concerning cycling safety. Through a well-defined processing pipeline based on Data Ingestion and Preparation, Agents Orchestration, and Decision Execution methodological steps, our method shows how to integrate open-source tools and datasets, ensuring reproducibility and accessibility for urban planners and cyclists. Moreover, an AI agent is also provided, which fully implements our method and acts as a proof-of-concept implementation. This paper demonstrates the effectiveness of our method in enhancing cycling safety and urban mobility planning. • A novel method that combines LLMs and AI agents is defined to enhance the processing of multi-domain open geospatial data, potentially promoting cycling safety. • It integrates urban risk data and cycling infrastructure for a more comprehensive understanding of cycling resources, which become accessible by textual or audio prompts."
10.1145/3627673.3679109,Dataset Generation for Korean Urban Parks Analysis with Large Language Models,Kim H.,Understanding how urban parks are utilized and perceived by the public is crucial for effective urban planning and management.,"This study introduces a novel dataset derived from Instagram, using 42,187 images tagged with #Seoul and #Park hashtags from 2017 to 2023. These images were filtered using InternLM-XComposer2, a Multimodal Large Language Model (MLLM), to confirm they depicted park scenes. GPT-4 then annotated the filtered images, resulting in 29,866 valid image annotations of physical elements, human activities, animals, and emotions. The dataset is publicly available at https://huggingface.co/datasets/RedBall/seoul-urban-park-analysis-by-llm."
10.1007/s11263-024-02030-w,UrbanEvolver: Function-Aware Urban Layout Regeneration,Qin Y.,"Urban regeneration is an important strategy for land redevelopment, to address the urban decay in cities. Among many tasks, urban layout is the foundation for urban regeneration.","In this paper, we target a new task called function-aware urban layout regeneration, and propose UrbanEvolver, a function-aware deep generative model for the task. Given a target region to be regenerated, our model outputs a regenerated urban layout (i.e., roads and buildings) for the target region by considering the function (i.e., land use type) of the target region and its surrounding context (i.e., the functions and urban layouts of the surrounding regions). UrbanEvolver first extracts implicit regeneration rules from the target function and the surrounding context by encoding them separately in different scales through the function-layout adaptive (FA) blocks, and then constrains the regenerated urban layout based on the learned regeneration rules. To enforce the regenerated layout to be valid and to follow the road structure, we design a set of losses covering both pixel-level and geometry-level constraints. To train our model, we collect a large-scale urban layout dataset covering more than 147 K regions under 1300 km2 with rich annotations, including functions, region shapes, urban road layouts, and urban building layouts. We conduct extensive experiments to show that our model outperforms the baseline methods in generating practical and function-aware urban layouts based on the given target function and surrounding context."
10.1145/3637528.3671578,UrbanGPT: Spatio-Temporal Large Language Models,Li Z.,"Spatio-temporal prediction aims to forecast and gain insights into the ever-changing dynamics of urban environments across both time and space. Its purpose is to anticipate future patterns, trends, and events in diverse facets of urban life, including transportation, population movement, and crime rates. Although numerous efforts have been dedicated to developing neural network techniques for accurate predictions on spatio-temporal data, it is important to note that many of these methods heavily depend on having sufficient labeled data to generate precise spatio-temporal representations. Unfortunately, the issue of data scarcity is pervasive in practical urban sensing scenarios. In certain cases, it becomes challenging to collect any labeled data from downstream scenarios, intensifying the problem further. Consequently, it becomes necessary to build a spatio-temporal model that can exhibit strong generalization capabilities across diverse spatio-temporal learning scenarios.","Taking inspiration from the remarkable achievements of large language models (LLMs), our objective is to create a spatio-temporal LLM that can exhibit exceptional generalization capabilities across a wide range of downstream urban tasks. To achieve this objective, we present the UrbanGPT, which seamlessly integrates a spatio-temporal dependency encoder with the instruction-tuning paradigm. This integration enables LLMs to comprehend the complex inter-dependencies across time and space, facilitating more comprehensive and accurate predictions under data scarcity. To validate the effectiveness of our approach, we conduct extensive experiments on various public datasets, covering different spatio-temporal prediction tasks. The results consistently demonstrate that our UrbanGPT, with its carefully designed architecture, consistently outperforms state-of-the-art baselines. These findings highlight the potential of building large language models for spatio-temporal learning, particularly in zero-shot scenarios where labeled data is scarce. The code and data are available at: https://github.com/HKUDS/UrbanGPT."
10.1007/s11629-023-8390-1,Debris flow runout behaviors considering the influences of densely populated buildings,Zhang S.,"Debris flows pose serious risks to communities in mountainous areas, often resulting in large losses of human life and property. The impeding presence of urban buildings often affects the runout behavior and deposition of debris flows. But the impact of different building densities and sizes on debris flow dynamics has yet to be quantified to guide urban planning in debris flow risk zones.","This study focused on a debris flow that occurred in Zhouqu County, Gansu Province, China on August 7th, 2010, which was catastrophic and destroyed many buildings. The FLO-2D software was used to simulate this debris flow in two scenarios, i.e. the presence and the absence of buildings, to obtain debris-flow intensity parameters. The developed model was then used to further analyze the influence of large buildings and narrow channels within the urban environment. The simulation results show that considering the presence of buildings in the simulation is essential for accurate assessment of debris flow intensity and deposition distribution. The layout of buildings in the upstream urban area, such as large buildings or parallel buildings which form narrow channels, can affect the flow velocity and depth of debris flow heading towards downstream buildings. To mitigate damage to downstream buildings, the relative spacing (d/a) between upstream and downstream buildings should not exceed a value of two and should ideally be even lower. These findings provide valuable insights for improving the resistance of mountainous cities to urban debris flows."
10.1016/j.scs.2024.105380,Energy efficiency security in urban areas: Challenges and implementation,Huang J.,"In this paper, we explore the transformative potential of data-driven methodologies in the intricate landscape of urban energy transactions, with a keen focus on enhancing decision-making intelligence, amplifying the integration of renewable energy sources, and fostering active community engagement. A pivotal contribution to this research lies in the introduction of an innovative Intrusion Detection System (IDS) fortified by the robust capabilities of deep evolving convolutional Generative Adversarial Networks (GANs). This novel security measure is designed to fortify urban energy transactions against potential cyber threats, ensuring the integrity and reliability of the energy infrastructure. Furthermore, our study introduces a groundbreaking hybridization of the Bat Algorithm (BA) and Teaching-Learning-Based Optimization (TLBO) for the optimization of GAN model training. This fusion of optimization techniques enhances the efficiency and accuracy of the training process, elevating the reliability of the generated models within the context of urban energy management. To validate and demonstrate the practical applicability of these innovations, we deploy them on the real-time dataset of a smart city's digital twin. This implementation serves as a tangible proof of concept, offering valuable insights into the performance and adaptability of the proposed approaches within real-world urban energy scenarios. As the findings unfold, it becomes evident that our research significantly contributes to the evolution of urban energy management, providing a robust foundation for the development of secure, resilient, and community-centric smart city energy systems. Through these advancements, we pave the way for a sustainable urban future where energy transactions are not only efficient but also secure and inclusive, aligning with the broader goals of smart city development.","In this paper, we explore the transformative potential of data-driven methodologies in the intricate landscape of urban energy transactions, with a keen focus on enhancing decision-making intelligence, amplifying the integration of renewable energy sources, and fostering active community engagement. A pivotal contribution to this research lies in the introduction of an innovative Intrusion Detection System (IDS) fortified by the robust capabilities of deep evolving convolutional Generative Adversarial Networks (GANs). This novel security measure is designed to fortify urban energy transactions against potential cyber threats, ensuring the integrity and reliability of the energy infrastructure. Furthermore, our study introduces a groundbreaking hybridization of the Bat Algorithm (BA) and Teaching-Learning-Based Optimization (TLBO) for the optimization of GAN model training. This fusion of optimization techniques enhances the efficiency and accuracy of the training process, elevating the reliability of the generated models within the context of urban energy management. To validate and demonstrate the practical applicability of these innovations, we deploy them on the real-time dataset of a smart city's digital twin. This implementation serves as a tangible proof of concept, offering valuable insights into the performance and adaptability of the proposed approaches within real-world urban energy scenarios. As the findings unfold, it becomes evident that our research significantly contributes to the evolution of urban energy management, providing a robust foundation for the development of secure, resilient, and community-centric smart city energy systems. Through these advancements, we pave the way for a sustainable urban future where energy transactions are not only efficient but also secure and inclusive, aligning with the broader goals of smart city development."
10.1007/s11042-023-14393-2,SaReGAN: a salient regional generative adversarial network for visible and infrared image fusion,Gao M.,"Multispectral image fusion plays a crucial role in smart city environment safety. In the domain of visible and infrared image fusion, object vanishment after fusion is a key problem which restricts the fusion performance. To address this problem, a novel Salient Regional Generative Adversarial Network GAN (SaReGAN) is presented for infrared and VIS image fusion. The SaReGAN consists of three parts. In the first part, the salient regions of infrared image are extracted by visual saliency map and the information of these regions is preserved. In the second part, the VIS image, infrared image and salient information are merged thoroughly in the generator to gain a pre-fused image. In the third part, the discriminator attempts to differentiate the pre-fused image and VIS image, in order to learn details from VIS image based on the adversarial mechanism. Experimental results verify that the SaReGAN outperforms other state-of-the-art methods in quantitative and qualitative evaluations.","Multispectral image fusion plays a crucial role in smart city environment safety. In the domain of visible and infrared image fusion, object vanishment after fusion is a key problem which restricts the fusion performance. To address this problem, a novel Salient Regional Generative Adversarial Network GAN (SaReGAN) is presented for infrared and VIS image fusion. The SaReGAN consists of three parts. In the first part, the salient regions of infrared image are extracted by visual saliency map and the information of these regions is preserved. In the second part, the VIS image, infrared image and salient information are merged thoroughly in the generator to gain a pre-fused image. In the third part, the discriminator attempts to differentiate the pre-fused image and VIS image, in order to learn details from VIS image based on the adversarial mechanism. Experimental results verify that the SaReGAN outperforms other state-of-the-art methods in quantitative and qualitative evaluations."
10.5194/isprs-annals-X-4-W5-2024-33-2024,Towards a Deep Automatic Generation of Figure-ground Maps,Arzoumanidis L.,"Figure-ground maps play a key role in many disciplines where urban planning or analysis is involved. In this context, the automatic generation of such maps with respect to certain requirements and constraints is an important task.","This paper presents a first step towards a deep automatic generation of figure-ground maps where the built density of the generated scenes is controlled and taken into account. This is preformed building upon a Geographic Data Translation model which has been applied to generate less available geospatial features, e.g. building footprints, from more widely available geospatial data, e.g. street network data, using conditional Generative Adversarial Networks. A novel processing approach is introduced to incorporate the population density and the built density accordingly. Furthermore, the impact of both the level of detail of the street network, i.e. its sparsity or density, and the spatial resolution of the training data on the generated figure-ground maps has been investigated. The generated maps and the qualitative results reveal an obvious impact of these parameters on the layout of built and unbuilt areas. Our approach paves the way for the expansion of existing districts by figure-ground maps of future neighbourhoods considering factors such as density and further parameters which will be subject of future work."
10.3390/info15060358,Multivariate Hydrological Modeling Based on Long Short-Term Memory Networks for Water Level Forecasting †,Renteria-Mena J.B.,"In the Department of Chocó, flooding poses a recurrent and significant challenge due to heavy rainfall and the dense network of rivers characterizing the region. However, the lack of adequate infrastructure to prevent and predict floods exacerbates this situation. The absence of early warning systems, the scarcity of meteorological and hydrological monitoring stations, and deficiencies in urban planning contribute to the vulnerability of communities to these phenomena. It is imperative to invest in flood prediction and prevention infrastructure, including advanced monitoring systems, the development of hydrological prediction models, and the construction of hydraulic infrastructure, to reduce risk and protect vulnerable communities in Chocó. Additionally, raising public awareness of the associated risks and encouraging the adoption of mitigation and preparedness measures throughout the population are essential.","This study introduces a novel approach for the multivariate prediction of hydrological variables, specifically focusing on water level forecasts for two hydrological stations along the Atrato River in Colombia. The model, utilizing a specialized type of recurrent neural network (RNN) called the long short-term memory (LSTM) network, integrates data from hydrological variables, such as the flow, precipitation, and level. With a model architecture featuring four inputs and two outputs, where flow and precipitation serve as inputs and the level serves as the output for each station, the LSTM model is adept at capturing the complex dynamics and cross-correlations among these variables. Validation involves comparing the LSTM model’s performance with linear and nonlinear Autoregressive with Exogenous Input (NARX) models, considering factors such as the estimation error and computational time. Furthermore, this study explores different scenarios for water level prediction, aiming to utilize the proposed approach as an effective flood early warning system."
10.1016/j.asr.2024.03.002,Transformer-based semantic segmentation for large-scale building footprint extraction from very-high resolution satellite images,Gibril M.B.A.,"Extracting building footprints from extensive very-high spatial resolution (VHSR) remote sensing data is crucial for diverse applications, including surveying, urban studies, population estimation, identification of informal settlements, and disaster management. Although convolutional neural networks (CNNs) are commonly utilized for this purpose, their effectiveness is constrained by limitations in capturing long-range relationships and contextual details due to the localized nature of convolution operations.","This study introduces the masked-attention mask transformer (Mask2Former), based on the Swin Transformer, for building footprint extraction from large-scale satellite imagery. To enhance the capture of large-scale semantic information and extract multiscale features, a hierarchical vision transformer with shifted windows (Swin Transformer) serves as the backbone network. An extensive analysis compares the efficiency and generalizability of Mask2Former with four CNN models (PSPNet, DeepLabV3+, UpperNet-ConvNext, and SegNeXt) and two transformer-based models (UpperNet-Swin and SegFormer) featuring different complexities. Results reveal superior performance of transformer-based models over CNN-based counterparts, showcasing exceptional generalization across diverse testing areas with varying building structures, heights, and sizes. Specifically, Mask2Former with the Swin transformer backbone achieves a mean intersection over union between 88% and 93%, along with a mean F-score (mF-score) ranging from 91% to 96.35% across various urban landscapes."
10.3390/rs16071154,Multispectral Band-Aware Generation of Satellite Images across Domains Using Generative Adversarial Networks and Contrastive Learning,Mahara A.,"Generative models have recently gained popularity in remote sensing, offering substantial benefits for interpreting and utilizing satellite imagery across diverse applications such as climate monitoring, urban planning, and wildfire detection. These models are particularly adept at addressing the challenges posed by satellite images, which often exhibit domain variability due to seasonal changes, sensor characteristics, and, especially, variations in spectral bands. Such variability can significantly impact model performance across various tasks.","In response to these challenges, our work introduces an adaptive approach that harnesses the capabilities of generative adversarial networks (GANs), augmented with contrastive learning, to generate target domain images that account for multispectral band variations effectively. By maximizing mutual information between corresponding patches and leveraging the power of GANs, our model aims to generate realistic-looking images across different multispectral domains. We present a comparative analysis of our model against other well-established generative models, demonstrating its efficacy in generating high-quality satellite images while effectively managing domain variations inherent to multispectral diversity."
10.3390/app14051801,Early Fire Detection System by Using Automatic Synthetic Dataset Generation Model Based on Digital Twins,Kim H.C.,"Fire is amorphous and occurs differently depending on the space, environment, and material of the fire. In particular, the early detection of fires is a very important task in preventing large-scale accidents; however, there are currently almost no learnable early fire datasets for machine learning.","This paper proposes an early fire detection system optimized for certain spaces using a digital-twin-based automatic fire learning data generation model for each space. The proposed method first automatically generates realistic particle-simulation-based synthetic fire data on an RGB-D image matched to the view angle of a monitoring camera to build a digital twin environment of the real space. In other words, our method generates synthetic fire data according to various fire situations in each specific space and then performs transfer learning using a state-of-the-art detection model with these datasets and distributes them to AIoT devices in the real space. Synthetic fire data generation optimized for a space can increase the accuracy and reduce the false detection rate of existing fire detection models that are not adaptive to space."
10.3390/land13020254,Enhancing Urban Landscape Design: A GAN-Based Approach for Rapid Color Rendering of Park Sketches,Chen R.,"In urban ecological development, the effective planning and design of living spaces are crucial. Traditional color plan rendering methods, mainly using generative adversarial networks (GANs), rely heavily on edge extraction. This often leads to the loss of important details from hand-drawn drafts, significantly affecting the portrayal of the designer’s key concepts. This issue is especially critical in complex park planning.","To address this, our study introduces a system based on conditional GANs. This system rapidly converts black-and-white park sketches into comprehensive color designs. We also employ a data augmentation strategy to enhance the quality of the output. The research reveals: (1) Our model efficiently produces designs suitable for industrial applications. (2) The GAN-based data augmentation improves the data volume, leading to enhanced rendering effects. (3) Our unique approach of direct rendering from sketches offers a novel method in urban planning and design. This study aims to enhance the rendering aspect of an intelligent workflow for landscape design. More efficient rendering techniques will reduce the iteration time of early design solutions and promote the iterative speed of designers’ thinking, thus improving the speed and efficiency of the whole design process."
10.3390/s24041148,Smart Grid Security: An Effective Hybrid CNN-Based Approach for Detecting Energy Theft Using Consumption Patterns,Gunduz M.Z.,"In Internet of Things-based smart grids, smart meters record and report a massive number of power consumption data at certain intervals to the data center of the utility for load monitoring and energy management. Energy theft is a big problem for smart meters and causes non-technical losses. Energy theft attacks can be launched by malicious consumers by compromising the smart meters to report manipulated consumption data for less billing. It is a global issue causing technical and financial damage to governments and operators. Deep learning-based techniques can effectively identify consumers involved in energy theft through power consumption data.","In this study, a hybrid convolutional neural network (CNN)-based energy-theft-detection system is proposed to detect data-tampering cyber-attack vectors. CNN is a commonly employed method that automates the extraction of features and the classification process. We employed CNN for feature extraction and traditional machine learning algorithms for classification. In this work, honest data were obtained from a real dataset. Six attack vectors causing data tampering were utilized. Tampered data were synthetically generated through these attack vectors. Six separate datasets were created for each attack vector to design a specialized detector tailored for that specific attack. Additionally, a dataset containing all attack vectors was also generated for the purpose of designing a general detector. Furthermore, the imbalanced dataset problem was addressed through the application of the generative adversarial network (GAN) method. GAN was chosen due to its ability to generate new data closely resembling real data, and its application in this field has not been extensively explored. The data generated with GAN ensured better training for the hybrid CNN-based detector on honest and malicious consumption patterns. Finally, the results indicate that the proposed general detector could classify both honest and malicious users with satisfactory accuracy."
10.1109/WHISPERS65427.2024.10876504,Remote Sensing Image Forgery Detection Using Split and Merge Input U-Net,Patole D.,"Remote sensing images are indispensable tools in critical domains such as environmental monitoring, urban planning, and national security. However, the integrity of these data sources can be compromised due to forgery, leading to mis-information and potentially harmful consequences.","This paper presents a novel approach for detecting forgery in remote sensing images. Through extensive experimentation on benchmark datasets and the RSICD (Remote Sensing Image Capturing Dataset) [1], augmented with synthetic data created using forgery techniques such as copy-move, resizing, rotation and splicing, we demonstrate the effectiveness and scalability of our approach. With the variations in U-Net model and with split and merge operations our method is able to locate the forged regions of input images efficiently."
10.1109/ICECCE63537.2024.10823499,AI-Driven Optimization for Urban and Vertical Agriculture Planning: A Multi-Model Approach,Sayad I.E.,"Urban agriculture has emerged as a critical strategy for enhancing food security, mitigating urban heat islands, and promoting community well-being in densely populated areas. However, the complexity of urban environments poses significant challenges for effective planning and implementation.","This paper presents an AI-driven framework to optimize urban and vertical agriculture planning by leveraging advanced machine learning models, including Artificial Neural Networks (ANN), Spiking Neural Networks (SNN), and Large Language Models (LLM). The proposed framework integrates diverse dataset that includes as socioeconomic data, geographic information, and urban zoning regulations to provide actionable insights for decision-makers. The Spiking Neural Network model demon-strated superior predictive accuracy in identifying optimal sites for urban agriculture by effectively handling complex patterns and temporal dynamics in the data. Additionally, the integration of an LLM-powered chatbot into a user-friendly web application enhances interactivity and supports real-time decision-making, guiding users through the prediction process with context-specific recommendations. Experimental results validate the robustness and scalability of the framework across various urban settings, demonstrating its potential to transform urban agriculture practices by providing precise, data-driven recommendations. The findings of this study highlight the transformative potential of AI in urban planning and agriculture, offering a novel approach to fostering sustainable urban development and food security. Future research will focus on expanding the dataset, refining model performance, and enhancing the application's capabilities to support more complex user queries."
10.1109/PSGEC62376.2024.10721191,Large Language Model for Low-Carbon Energy Transition: Roles and Challenges,Cheng Y.,The low-carbon energy transition is a pressing global challenge that requires innovative approaches and technologies to achieve sustainable development.,"This paper explores the potential applications of the Large Language Model (LLM) in facilitating the low-carbon energy transition from an artificial intelligence perspective and summarizes the LLM roles in three directions: simulator, decision-maker, and expert. LLM can simulate low-carbon power scenarios, carbon market dynamics, climate risk assessments, and urban planning strategies. They can also operate power system, integrate renewable energy sources, predict demand patterns, and improve energy efficiency. Furthermore, LLM can serve as an expert in carbon accounting, satellite data interpretation, database management, and sustainable supply chain management. The paper also discusses challenges and future outlooks, including data quality and accessibility, cybersecurity, LLM training costs, interdisciplinary collaboration, and evaluation benchmarks. In conclusion, applying LLM in the low-carbon energy transition holds significant potential for driving innovation and sustainability, and further research is needed to maximize their impact."
10.1007/978-3-031-50113-5_5,Floodplain Mapping Using HECRAS Model and Geospatial techniques-A Case Study of Varanasi City,Mishra V.,"Varanasi, an ancient city of India, lies on banks of River Ganga, one of the largest rivers of the world. Varanasi is proposed to be developed into a Smart City in the first phase of Indian Smart City Mission. The resilience of a city is its ability to persevere in the face of an emergency, so it can continue functioning despite serious challenges. Flood is a frequent phenomenon for Varanasi, but in recent years, it was deluged. The flood-risk zones mapping makes the first step of flood control measures.","In this chapter, a one-dimensional hydraulic model, i.e. HEC-RAS has been integrated with Remote sensing and GIS techniques to map the floodplain zones of Ganga River located around the city of Varanasi. The pre-processing includes geometry setup such as digitizing the stream centerline, right bank and the left bank of the river. SRTM DEM is used in ArcGIS software extension HEC-GeoRAS 4.3 for pre-processing of GIS data, i.e. derivation of the channel geometry for input to HEC-RAS. Next, HEC-RAS simulations were performed to generate a water surface profile for a given design flood condition. Finally, simulated results have been imported in ArcMap 10.1 and being overlaid with the DEM for obtaining flood risk zones and flood inundation maps. Floodplain map analysis shows that more than 300% area has a probability of inundation as compared to the normal flow of the river. The results of this research will be helpful in developing a smart Varanasi, which will offer a safe habitation to its residents."
